go_id	go_name	go_domain	tax_id	annotation_type	size	gene_ids	gene_symbols
GO:0000001	mitochondrion inheritance	biological_process	7227	direct	3	31607|34792|53567	Pink1|PolG1|larp
GO:0000002	mitochondrial genome maintenance	biological_process	7227	direct	6	33350|34307|35236|41968|43831|3772064	Rim2|mtDNA-helicase|Top3alpha|mtSSB|Mpv17|PolG2
GO:0000009	alpha-1,6-mannosyltransferase activity	molecular_function	7227	direct	2	41191|19835383	Alg12|PIG-V
GO:0000012	single strand break repair	biological_process	7227	direct	3	31451|41872|42322	XRCC1|CG6171|Aptx
GO:0000014	single-stranded DNA endodeoxyribonuclease activity	molecular_function	7227	direct	15	31373|33404|34565|36065|36309|39463|39465|40067|40069|41321|43389|43390|318044|318883|2768690	mei-9|Tengl3|mre11|CG12917|EndoG|CG14120|CG14118|CG6839|CG3819|Tengl4|CG14062|Sid|Tengl2|Tengl1|CG33346
GO:0000015	phosphopyruvate hydratase complex	cellular_component	7227	direct	1	33351	Eno
GO:0000022	mitotic spindle elongation	biological_process	7227	direct	6	35584|36264|41952|43517|43901|43916	Eb1|Mgtor|msps|ncd|chb|Rok
GO:0000026	alpha-1,2-mannosyltransferase activity	molecular_function	7227	direct	3	38446|43031|19835548	PIG-B|Alg9|PIG-Z
GO:0000027	ribosomal large subunit assembly	biological_process	7227	direct	6	31810|36058|36268|42183|326206|3355124	CG1785|RpLP0-like|CG13185|Non3|CG11583|RpL5
GO:0000028	ribosomal small subunit assembly	biological_process	7227	direct	16	31106|31897|32635|32700|33843|34412|36144|36851|41597|41807|42830|43039|43564|47218|47219|5740688	sta|RpS28b|RpS19a|RpS5a|CG9107|mRpS7|CG12325|RpS15|CG7488|RpS5b|RpS19b|RpS27|RpS28a|RpS14a|RpS14b|RpS28-like
GO:0000030	mannosyltransferase activity	molecular_function	7227	direct	14	31024|32542|32854|33276|33455|37401|37470|37754|38446|39297|41867|42146|19835383|19835548	tw|CG15914|CG6659|Tmtc2|Tmtc1|Tmtc3|PIG-M|Alg3|PIG-B|rt|Tmtc4|Alg1|PIG-V|PIG-Z
GO:0000033	alpha-1,3-mannosyltransferase activity	molecular_function	7227	direct	1	38374	Alg2
GO:0000035	acyl binding	molecular_function	7227	direct	1	38154	ND-ACP
GO:0000036	acyl carrier activity	molecular_function	7227	direct	1	38154	ND-ACP
GO:0000041	transition metal ion transport	biological_process	7227	direct	1	42490	Mvl
GO:0000045	autophagosome assembly	biological_process	7227	direct	36	31666|32001|32737|32871|33283|33819|35674|36016|36821|37141|37733|37897|38084|38344|38543|38913|38930|39136|39323|39383|39454|40044|40700|40701|40998|41112|41868|42132|42265|42524|42850|42992|43438|50253|326115|326232	Atg5|Atg8a|stas|Atg101|Atg4a|bchs|p47|Sting|Atg9|Atg7|Pi3K59F|CG42383|RabX6|Atg2|TP53INP|Atg18a|Rab19|SH3PX1|CG32087|Atg12|Atg1|Atg3|Atg17|Rab23|Atg13|Aduk|Atg4b|Atg8b|EndoA|Rab1|Atg6|EMC6|Atg14|Atg10|Atg16|Tango5
