go_id	go_term	go_domain	size	genes
GO:0000003	reproduction	biological_process	44	1083655|1083656|1083686|1083720|1083994|1084076|1084327|1084413|1084814|1084842|1085178|1085359|1085441|1085442|1085499|1085890|1086029|1086198|1086254|1086663|1086687|1086691|1086708|1086807|1086835|1087045|1087772|1087778|1087976|1088036|1088138|1088157|1088259|1088264|1088859|1088909|1089049|1089056|1089125|1089126|1089127|1089136|1089157|1089257
GO:0000034	adenine deaminase activity	molecular_function	1	1088144
GO:0000036	ACP phosphopantetheine attachment site binding involved in fatty acid biosynthetic process	molecular_function	1	1086750
GO:0000041	transition metal ion transport	biological_process	24	1083867|1083898|1084178|1084208|1084211|1084344|1084630|1084831|1084833|1085346|1085592|1085816|1086501|1087049|1087078|1087299|1087467|1087679|1088004|1088005|1088008|1088515|1088620|1088733
GO:0000049	tRNA binding	molecular_function	1	1084146
GO:0000064	L-ornithine transmembrane transporter activity	molecular_function	1	1086115
GO:0000096	sulfur amino acid metabolic process	biological_process	16	1083930|1084073|1084216|1084276|1084728|1084865|1085384|1085385|1085922|1086158|1086903|1088626|1088628|1088831|1088923|1088935
GO:0000097	sulfur amino acid biosynthetic process	biological_process	13	1083930|1084216|1084728|1084865|1085384|1085922|1086158|1086903|1088626|1088628|1088831|1088923|1088935
GO:0000098	sulfur amino acid catabolic process	biological_process	1	1084073
GO:0000105	histidine biosynthetic process	biological_process	7	1084571|1085550|1085728|1085909|1087400|1087402|1088520
GO:0000107	imidazoleglycerol-phosphate synthase activity	molecular_function	1	1085550
GO:0000154	rRNA modification	biological_process	4	1085907|1087001|1087852|1088222
GO:0000155	phosphorelay sensor kinase activity	molecular_function	38	1083887|1083977|1084291|1084292|1084351|1084384|1084410|1084428|1084553|1084757|1084976|1085125|1085146|1085298|1085432|1085471|1085561|1085603|1085800|1085980|1086030|1086032|1086078|1086192|1086433|1086741|1086889|1087124|1087135|1087860|1087898|1087904|1087919|1088051|1088076|1088214|1088220|1089187
GO:0000156	phosphorelay response regulator activity	molecular_function	48	1083682|1083782|1083819|1083820|1083888|1084006|1084104|1084352|1084383|1084409|1084753|1084835|1085148|1085185|1085297|1085395|1085402|1085431|1085472|1085543|1085553|1085788|1085878|1085933|1085970|1085996|1085997|1085998|1086011|1086647|1086758|1086966|1087123|1087158|1087421|1087630|1087898|1087909|1087912|1087932|1088070|1088076|1088165|1088217|1088846|1088940|1089077|1089115
