go_id	go_name	go_domain	tax_id	annotation_type	size	gene_ids	gene_symbols
GO:0000030	mannosyltransferase activity	molecular_function	36329	direct	3	811161|813767|2655410	PF3D7_1210900|PF3D7_1341600|PF3D7_0806200
GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	biological_process	36329	direct	1	814001	PF3D7_1304700
GO:0000095	S-adenosyl-L-methionine transmembrane transporter activity	molecular_function	36329	direct	1	811452	PF3D7_1241600
GO:0000123	histone acetyltransferase complex	cellular_component	36329	direct	9	810237|810301|810348|811611|811897|813466|813889|2655400|2655485	PF3D7_1008100|PF3D7_1014600|PF3D7_1019700|PF3D7_1402800|PF3D7_1433400|PF3D7_0919000|PF3D7_1364400|PF3D7_0802100|PF3D7_0823300
GO:0000139	Golgi membrane	cellular_component	36329	direct	1	814351	PF3D7_0303400
GO:0000150	DNA strand exchange activity	molecular_function	36329	direct	1	810638	PF3D7_1107400
GO:0000151	ubiquitin ligase complex	cellular_component	36329	direct	1	812158	PF3D7_1460400
GO:0000164	protein phosphatase type 1 complex	cellular_component	36329	direct	1	8445006	PF3D7_1032800
GO:0000175	3'-5'-RNA exonuclease activity	molecular_function	36329	direct	2	813339|813851	PF3D7_0906000|PF3D7_1359300
GO:0000177	cytoplasmic exosome (RNase complex)	cellular_component	36329	direct	2	812055|813851	PF3D7_1449700|PF3D7_1359300
GO:0000178	exosome (RNase complex)	cellular_component	36329	direct	9	811838|812055|812382|812684|813762|813851|813925|814299|2654956	PF3D7_1427800|PF3D7_1449700|PF3D7_0410400|PF3D7_0209200|PF3D7_1340100|PF3D7_1359300|PF3D7_1307000|PF3D7_1364500|PF3D7_0720000
GO:0000234	phosphoethanolamine N-methyltransferase activity	molecular_function	36329	direct	1	813771	PF3D7_1343000
GO:0000278	mitotic cell cycle	biological_process	36329	direct	4	810618|812025|813206|814486	PF3D7_1105500|PF3D7_1446600|PF3D7_0107000.1|PF3D7_0317200
GO:0000281	mitotic cytokinesis	biological_process	36329	direct	1	812187	PF3D7_1463700
GO:0000287	magnesium ion binding	molecular_function	36329	direct	3	810377|813777|814308	PF3D7_1022700|PF3D7_1304100|PF3D7_1366500
GO:0000304	response to singlet oxygen	biological_process	36329	direct	3	810716|3885888|3885897	PF3D7_1116200.1|PF3D7_0621200|PF3D7_0616000
GO:0000309	nicotinamide-nucleotide adenylyltransferase activity	molecular_function	36329	direct	1	814129	PF3D7_1327600
GO:0000338	protein deneddylation	biological_process	36329	direct	2	810724|812158	PF3D7_1117100|PF3D7_1460400
GO:0000339	RNA cap binding	molecular_function	36329	direct	1	814464	PF3D7_0315100
GO:0000408	EKC/KEOPS complex	cellular_component	36329	direct	3	810456|812937|2655198	PF3D7_1030600|PF3D7_0511700|PF3D7_0708300
GO:0000723	telomere maintenance	biological_process	36329	direct	1	813462	PF3D7_0918600
GO:0000775	chromosome, centromeric region	cellular_component	36329	direct	3	810369|812569|814155	PF3D7_1021800|PF3D7_0414000|PF3D7_1333700
GO:0000781	chromosome, telomeric region	cellular_component	36329	direct	8	810485|810731|811146|811860|812652|812994|3885859|3885930	PF3D7_1033700|PF3D7_1117800|PF3D7_1209300|PF3D7_1429900|PF3D7_0206000|PF3D7_0517900|PF3D7_0622900|PF3D7_0612200
GO:0000785	chromatin	cellular_component	36329	direct	2	811253|814523	PF3D7_1220900|PF3D7_0320900
GO:0000786	nucleosome	cellular_component	36329	direct	2	814523|2655098	PF3D7_0320900|PF3D7_0714000
GO:0000791	euchromatin	cellular_component	36329	direct	2	2655098|3885798	PF3D7_0714000|PF3D7_0617900
GO:0000792	heterochromatin	cellular_component	36329	direct	11	810642|810801|810950|811253|811432|811661|812053|812115|812215|812983|813687	PF3D7_1107800|PF3D7_1124300|PF3D7_1139300|PF3D7_1220900|PF3D7_1239200|PF3D7_1408200|PF3D7_1449500|PF3D7_1456000|PF3D7_1466400|PF3D7_0516800|PF3D7_1325400
GO:0000900	mRNA regulatory element binding translation repressor activity	molecular_function	36329	direct	1	2655273	PF3D7_0814200
GO:0000910	cytokinesis	biological_process	36329	direct	2	810694|811237	PF3D7_1113900|PF3D7_1219000
GO:0000976	transcription cis-regulatory region binding	molecular_function	36329	direct	1	3885918	PF3D7_0624600
GO:0001216	DNA-binding transcription activator activity	molecular_function	36329	direct	1	811269	PF3D7_1222600
GO:0001671	ATPase activator activity	molecular_function	36329	direct	1	812878	PF3D7_0501100.1
GO:0001734	mRNA m(6)A methyltransferase activity	molecular_function	36329	direct	1	2655176	PF3D7_0729500
GO:0001791	IgM binding	molecular_function	36329	direct	2	810505|810512	PF3D7_1035700|PF3D7_1036300
