go_id	go_term	go_domain	size	genes
GO:0000003	reproduction	biological_process	1	2798557
GO:0000034	adenine deaminase activity	molecular_function	1	2798940
GO:0000036	ACP phosphopantetheine attachment site binding involved in fatty acid biosynthetic process	molecular_function	1	2797506
GO:0000041	transition metal ion transport	biological_process	10	2797061|2797210|2797227|2797377|2797451|2798070|2798107|2798165|2798895|2799251
GO:0000049	tRNA binding	molecular_function	1	2797825
GO:0000096	sulfur amino acid metabolic process	biological_process	6	2797566|2797966|2798644|2798893|2799441|2799726
GO:0000097	sulfur amino acid biosynthetic process	biological_process	6	2797566|2797966|2798644|2798893|2799441|2799726
GO:0000105	histidine biosynthetic process	biological_process	9	2797375|2797966|2798102|2798795|2798888|2798930|2799199|2799414|2799429
GO:0000107	imidazoleglycerol-phosphate synthase activity	molecular_function	1	2799414
GO:0000154	rRNA modification	biological_process	2	2798558|2799191
GO:0000155	phosphorelay sensor kinase activity	molecular_function	12	2797137|2797578|2797759|2798066|2798182|2798532|2798705|2798816|2799303|2799310|2799870|2799893
GO:0000156	phosphorelay response regulator activity	molecular_function	15	2797100|2797768|2798181|2798452|2798532|2798634|2798696|2798761|2798801|2799184|2799426|2799535|2799642|2799869|2799893
GO:0000160	phosphorelay signal transduction system	biological_process	25	2797100|2797137|2797578|2797759|2797768|2798066|2798181|2798182|2798452|2798532|2798634|2798696|2798705|2798761|2798801|2798816|2799184|2799303|2799310|2799426|2799535|2799642|2799869|2799870|2799893
GO:0000162	tryptophan biosynthetic process	biological_process	6	2797595|2797623|2797624|2798367|2798368|2798392
GO:0000166	nucleotide binding	molecular_function	90	2797044|2797046|2797054|2797070|2797077|2797204|2797236|2797370|2797372|2797377|2797403|2797426|2797455|2797459|2797496|2797507|2797593|2797619|2797637|2797677|2797679|2797721|2797755|2797770|2797796|2797802|2797845|2797886|2797912|2797927|2797928|2797965|2798003|2798070|2798098|2798105|2798126|2798132|2798155|2798160|2798242|2798301|2798404|2798469|2798490|2798510|2798518|2798521|2798549|2798557|2798601|2798640|2798643|2798648|2798712|2798745|2798753|2798770|2798873|2798933|2798984|2799070|2799138|2799151|2799152|2799188|2799201|2799232|2799254|2799273|2799290|2799300|2799339|2799342|2799420|2799422|2799432|2799462|2799557|2799582|2799654|2799708|2799730|2799731|2799736|2799737|2799809|2799856|2799885|2799895
GO:0000179	rRNA (adenine-N6,N6-)-dimethyltransferase activity	molecular_function	1	2798558
GO:0000270	peptidoglycan metabolic process	biological_process	26	2797025|2797029|2797144|2797193|2797253|2797505|2797686|2797727|2798017|2798024|2798025|2798063|2798069|2798221|2798292|2798430|2798687|2798898|2799206|2799229|2799245|2799262|2799471|2799516|2799789|2799917
GO:0000271	polysaccharide biosynthetic process	biological_process	12	2797119|2797180|2797505|2797523|2797772|2798427|2798432|2798701|2798961|2799091|2799287|2799301
GO:0000286	alanine dehydrogenase activity	molecular_function	1	2798362
GO:0000294	nuclear-transcribed mRNA catabolic process, endonucleolytic cleavage-dependent decay	biological_process	1	2797707
GO:0000309	nicotinamide-nucleotide adenylyltransferase activity	molecular_function	1	2797794
GO:0000502	proteasome complex	cellular_component	1	2799557
GO:0000702	oxidized base lesion DNA N-glycosylase activity	molecular_function	1	2798484
GO:0000774	adenyl-nucleotide exchange factor activity	molecular_function	1	2797912
GO:0000910	cytokinesis	biological_process	14	2797022|2797023|2797031|2797032|2797331|2797689|2797824|2798456|2798557|2798578|2798591|2799732|2799843|2799863
GO:0000956	nuclear-transcribed mRNA catabolic process	biological_process	1	2797707
GO:0001071	nucleic acid binding transcription factor activity	molecular_function	1	2798357
GO:0001510	RNA methylation	biological_process	3	2797625|2798253|2798410
GO:0001539	cilium or flagellum-dependent cell motility	biological_process	6	2797302|2797321|2797332|2797343|2797891|2798011
GO:0001716	L-amino-acid oxidase activity	molecular_function	1	2796993
GO:0001882	nucleoside binding	molecular_function	85	2797044|2797046|2797054|2797070|2797077|2797236|2797370|2797372|2797377|2797403|2797426|2797455|2797459|2797496|2797507|2797593|2797619|2797637|2797677|2797679|2797721|2797755|2797770|2797796|2797802|2797845|2797886|2797927|2797928|2797965|2798003|2798070|2798098|2798105|2798126|2798132|2798155|2798160|2798242|2798301|2798404|2798469|2798490|2798510|2798518|2798521|2798557|2798601|2798640|2798643|2798648|2798712|2798745|2798753|2798770|2798873|2798933|2798984|2799070|2799138|2799151|2799152|2799188|2799201|2799232|2799254|2799273|2799290|2799300|2799339|2799342|2799420|2799422|2799432|2799462|2799557|2799654|2799708|2799730|2799736|2799737|2799809|2799856|2799885|2799895
GO:0001883	purine nucleoside binding	molecular_function	85	2797044|2797046|2797054|2797070|2797077|2797236|2797370|2797372|2797377|2797403|2797426|2797455|2797459|2797496|2797507|2797593|2797619|2797637|2797677|2797679|2797721|2797755|2797770|2797796|2797802|2797845|2797886|2797927|2797928|2797965|2798003|2798070|2798098|2798105|2798126|2798132|2798155|2798160|2798242|2798301|2798404|2798469|2798490|2798510|2798518|2798521|2798557|2798601|2798640|2798643|2798648|2798712|2798745|2798753|2798770|2798873|2798933|2798984|2799070|2799138|2799151|2799152|2799188|2799201|2799232|2799254|2799273|2799290|2799300|2799339|2799342|2799420|2799422|2799432|2799462|2799557|2799654|2799708|2799730|2799736|2799737|2799809|2799856|2799885|2799895
GO:0001897	cytolysis by symbiont of host cells	biological_process	1	2799664
GO:0001906	cell killing	biological_process	1	2799664
GO:0001907	killing by symbiont of host cells	biological_process	1	2799664
