go_id	go_name	go_domain	tax_id	annotation_type	size	gene_ids	gene_symbols
GO:0000014	single-stranded DNA endodeoxyribonuclease activity	molecular_function	10116	direct	1	29497	Ptbp1
GO:0000016	lactase activity	molecular_function	10116	direct	1	116569	Lct
GO:0000028	ribosomal small subunit assembly	biological_process	10116	direct	6	29284|29285|29304|81773|83789|122799	Rps14|Rps15|Rps6|Rps10|Rps2|Rps25
GO:0000030	mannosyltransferase activity	molecular_function	10116	direct	1	79112	Pigm
GO:0000041	transition metal ion transport	biological_process	10116	direct	1	25715	Slc11a2
GO:0000045	autophagosome assembly	biological_process	10116	direct	4	65052|114558|362245|365601	Pik3c3|Becn1|Map1lc3a|Atg5
GO:0000049	tRNA binding	molecular_function	10116	direct	4	65241|287191|292023|292028	Trnau1ap|Rars|Aars|Kars
GO:0000050	urea cycle	biological_process	10116	direct	5	25611|25698|29221|59085|497840	Otc|Ass1|Arg1|Asl|Cps1
GO:0000053	argininosuccinate metabolic process	biological_process	10116	direct	2	25698|59085	Ass1|Asl
GO:0000059	protein import into nucleus, docking	biological_process	10116	direct	1	81738	Nup98
GO:0000060	protein import into nucleus, translocation	biological_process	10116	direct	1	25658	Gckr
GO:0000062	fatty-acyl-CoA binding	molecular_function	10116	direct	11	24158|25045|25287|25363|25735|29525|64304|79238|170670|171155|364975	Acadm|Dbi|Acadl|Acadvl|Hnf4a|Pitpna|Acads|Hmgcl|Hadha|Hadhb|Gcdh
GO:0000064	L-ornithine transmembrane transporter activity	molecular_function	10116	direct	1	29485	Slc7a3
GO:0000077	DNA damage checkpoint	biological_process	10116	direct	1	114212	Chek2
GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	biological_process	10116	direct	2	80278|252827	Cdk5rap3|Cdk5rap1
GO:0000082	G1/S transition of mitotic cell cycle	biological_process	10116	direct	8	24468|25193|64033|117544|140946|171102|266713|300772	Hspa8|Ccnd3|Ccnd2|Ppat|Paics|Cdc25a|Mnat1|Pias1
GO:0000086	G2/M transition of mitotic cell cycle	biological_process	10116	direct	2	25112|83620	Gadd45a|Cit
GO:0000118	histone deacetylase complex	cellular_component	10116	direct	1	60563	Hr
