go_id	go_term	go_domain	size	genes
GO:0000002	mitochondrial genome maintenance	biological_process	3	820177|822021|841183
GO:0000003	reproduction	biological_process	19	815177|818425|819410|821254|821622|823585|823975|825286|825650|825838|828396|829636|830035|832261|832534|832814|836584|838425|841891
GO:0000009	alpha-1,6-mannosyltransferase activity	molecular_function	1	5007658
GO:0000012	single strand break repair	biological_process	1	837333
GO:0000014	single-stranded DNA endodeoxyribonuclease activity	molecular_function	3	828246|834117|837660
GO:0000015	phosphopyruvate hydratase complex	cellular_component	3	817505|818226|843741
GO:0000023	maltose metabolic process	biological_process	150	814640|814718|814871|815013|815134|816692|816871|817231|817246|817513|817589|817656|818169|818187|818580|818682|818954|819372|819775|819829|819958|820058|820122|820265|820461|820775|820797|820845|820876|821098|821127|821143|821260|821313|821336|821380|821433|821642|821712|821785|822033|822508|822570|823640|823650|823977|824314|824383|824441|824572|824691|824746|824767|825147|825491|825754|825797|826622|826975|827413|827448|827498|827531|827869|827959|828174|828388|828425|828564|828713|828759|828826|828884|829125|829314|829367|829438|829484|829488|829729|829805|829854|830315|830402|830735|830758|831016|831088|831218|831349|831426|831618|831738|831769|832370|832497|832816|832943|833608|833856|833917|833979|834685|834883|834916|835081|835090|835257|835440|835567|835615|835904|835926|835938|835945|836400|836498|837239|837256|837509|837964|838455|838869|839009|839164|839433|839436|839531|840007|840011|840067|840939|841033|841281|841361|841876|842072|842103|842573|842577|843016|843190|843410|843419|843694|843700|843978|844007|844043|844173
GO:0000024	maltose biosynthetic process	biological_process	1	827419
GO:0000025	maltose catabolic process	biological_process	2	818682|836609
GO:0000026	alpha-1,2-mannosyltransferase activity	molecular_function	1	838261
GO:0000027	ribosomal large subunit assembly	biological_process	4	820785|821942|828136|841726
GO:0000028	ribosomal small subunit assembly	biological_process	14	814978|815070|819637|820230|830359|830808|830809|830810|833863|834384|836427|838115|839564|843569
GO:0000030	mannosyltransferase activity	molecular_function	3	831337|832274|838227
GO:0000033	alpha-1,3-mannosyltransferase activity	molecular_function	1	819388
GO:0000035	acyl binding	molecular_function	1	832157
GO:0000036	ACP phosphopantetheine attachment site binding involved in fatty acid biosynthetic process	molecular_function	11	819070|819664|822102|826919|828608|832778|834813|837372|841900|841905|842836
GO:0000038	very long-chain fatty acid metabolic process	biological_process	44	814996|815998|816124|817165|818042|819126|819284|820190|820335|820884|823481|824323|825140|827784|828553|828984|829574|829602|829603|832778|834398|834635|834671|834757|834758|834966|835188|835889|837286|837570|838528|839053|839131|839259|839297|839395|839578|839844|841970|842561|842836|843182|843456|843835
GO:0000041	transition metal ion transport	biological_process	115	814849|816415|816428|816639|816694|817206|817242|817302|817362|817445|817482|817635|817697|817821|818094|818105|818200|818526|818721|818746|819006|819151|819287|819288|819329|819425|819426|819613|820078|820383|820532|820696|820755|820892|821232|821314|821473|821705|821725|821924|822011|822190|822252|822334|822338|823679|823874|824192|824516|824571|825868|826630|826940|827105|827113|827205|827208|827332|827502|827563|827713|827787|827872|828192|828246|828313|828612|828753|829010|829612|829691|829813|829895|830563|830923|831599|831650|831754|831787|832072|832177|832383|832448|832697|833778|834372|834489|834509|834538|834794|836003|836026|836071|836072|836115|836174|836478|836480|836708|836802|837270|837768|837890|838478|838479|838850|839583|839802|839991|841354|842067|843143|844135|844144|844422
GO:0000045	autophagic vacuole assembly	biological_process	32	817683|817862|818361|818678|819020|819125|819385|819816|820611|820798|821720|824560|824811|825165|825235|825344|825369|825452|825736|825794|827210|827351|828304|829174|829202|830397|831594|835088|836271|836827|841341|841861
GO:0000049	tRNA binding	molecular_function	15	818661|818668|819035|820451|824983|825110|825168|827012|830084|832343|832553|836526|841442|843588|843949
