go_id	go_term	go_domain	size	genes
GO:0000166	nucleotide binding	molecular_function	4	3131462|4326912|4334151|4335552
GO:0000276	mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)	cellular_component	1	6450195
GO:0000314	organellar small ribosomal subunit	cellular_component	16	3131385|3131441|3131442|3131443|3131444|3131445|3131457|3131499|6450128|6450135|6450151|6450166|6450179|6450193|6450196|6450201
GO:0000315	organellar large ribosomal subunit	cellular_component	1	6450142
GO:0001071	nucleic acid binding transcription factor activity	molecular_function	1	4327247
GO:0001882	nucleoside binding	molecular_function	4	3131462|4326912|4334151|4335552
GO:0001883	purine nucleoside binding	molecular_function	4	3131462|4326912|4334151|4335552
GO:0003006	developmental process involved in reproduction	biological_process	1	4348869
GO:0003674	molecular_function	molecular_function	44	3131395|3131425|3131435|3131436|3131439|3131441|3131442|3131457|3131462|3131470|4326912|4327247|4329724|4329923|4330574|4331495|4331500|4332842|4333728|4334151|4335090|4335094|4335552|4335790|4336260|4336263|4340156|4342050|4345634|4346474|4349185|4349189|4349190|4349191|4349196|6450124|6450128|6450135|6450142|6450144|6450162|6450166|6450179|6450198
GO:0003676	nucleic acid binding	molecular_function	7	3131425|4329923|4330574|4336260|4340156|4342050|4346474
GO:0003677	DNA binding	molecular_function	6	4329923|4330574|4336260|4340156|4342050|4346474
GO:0003700	sequence-specific DNA binding transcription factor activity	molecular_function	1	4327247
GO:0003723	RNA binding	molecular_function	1	3131425
GO:0003735	structural constituent of ribosome	molecular_function	14	3131425|3131435|3131436|3131439|3131441|3131442|3131457|6450124|6450128|6450135|6450142|6450144|6450166|6450179
GO:0003824	catalytic activity	molecular_function	19	3131395|3131436|4329724|4331495|4331500|4333728|4334151|4335090|4335094|4335790|4336263|4349185|4349189|4349190|4349191|4349196|6450144|6450162|6450198
GO:0003954	NADH dehydrogenase activity	molecular_function	3	3131395|6450162|6450198
GO:0004364	glutathione transferase activity	molecular_function	5	4349185|4349189|4349190|4349191|4349196
GO:0004365	glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity	molecular_function	1	4331495
GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	2	4335790|4336263
GO:0004564	beta-fructofuranosidase activity	molecular_function	1	4335790
GO:0004568	chitinase activity	molecular_function	1	4336263
GO:0004575	sucrose alpha-glucosidase activity	molecular_function	1	4335790
