go_id	go_term	go_domain	size	genes
GO:0000036	ACP phosphopantetheine attachment site binding involved in fatty acid biosynthetic process	molecular_function	4	CBU_0034|CBU_0168|CBU_0323|acpP
GO:0000104	succinate dehydrogenase activity	molecular_function	1	sdhC
GO:0000105	histidine biosynthetic process	biological_process	1	CBU_0673
GO:0000154	rRNA modification	biological_process	7	CBU_0986|CBU_1131|CBU_1517|ksgA|rluD|rrmJ|sun
GO:0000155	phosphorelay sensor kinase activity	molecular_function	6	CBU_0634|CBU_0789|CBU_1084|CBU_1761|qseC|rstB
GO:0000156	phosphorelay response regulator activity	molecular_function	11	CBU_0634|CBU_0789|CBU_1084|CBU_1761|CBU_2006|gacA.1|gacA.2|gacA.3|gacA.4|gacS|qseB
GO:0000160	phosphorelay signal transduction system	biological_process	13	CBU_0634|CBU_0789|CBU_1084|CBU_1761|CBU_2006|gacA.1|gacA.2|gacA.3|gacA.4|gacS|qseB|qseC|rstB
GO:0000162	tryptophan biosynthetic process	biological_process	4	trpA|trpBF|trpC|trpE
GO:0000179	rRNA (adenine-N6,N6-)-dimethyltransferase activity	molecular_function	1	ksgA
GO:0000270	peptidoglycan metabolic process	biological_process	2	ampD|ampG
GO:0000271	polysaccharide biosynthetic process	biological_process	7	CBU_0578|CBU_0676|CBU_0690|CBU_0694|CBU_0845|CBU_1057|CBU_1657
GO:0000286	alanine dehydrogenase activity	molecular_function	1	ald
GO:0000774	adenyl-nucleotide exchange factor activity	molecular_function	1	grpE
GO:0000906	6,7-dimethyl-8-ribityllumazine synthase activity	molecular_function	1	ribH
GO:0000910	cytokinesis	biological_process	12	ftsA|ftsE|ftsH|ftsK|ftsL|ftsQ|ftsW|ftsX|ftsZ|ispZ|parB|smc
GO:0001906	cell killing	biological_process	1	CBU_1491
