go_id	go_name	go_domain	tax_id	annotation_type	size	gene_ids	gene_symbols
GO:0000036	acyl carrier activity	molecular_function	227377	direct	4	1207896|1208040|1208205|1208380	CBU_0034|CBU_0168|CBU_0323|acpP
GO:0000104	succinate dehydrogenase activity	molecular_function	227377	direct	3	1209306|1209308|1209309	sdhB|sdhD|sdhC
GO:0000105	histidine biosynthetic process	biological_process	227377	direct	1	1208562	CBU_0673
GO:0000154	rRNA modification	biological_process	227377	direct	8	1208371|1208648|1208881|1209033|1209259|1209427|1209828|1209895	rluC|rluD|CBU_0986|CBU_1131|rrmJ|CBU_1517|sun|ksgA
GO:0000155	phosphorelay sensor kinase activity	molecular_function	227377	direct	7	1208248|1208519|1208681|1208985|1209133|1209672|1209918	phoR|CBU_0634|CBU_0789|CBU_1084|qseC|CBU_1761|rstB
GO:0000156	phosphorelay response regulator activity	molecular_function	227377	direct	13	1208248|1208249|1208519|1208602|1208651|1208672|1208681|1208850|1208943|1208985|1209132|1209672|1209919	phoR|phoB|CBU_0634|gacA.1|gacS|gacA.2|CBU_0789|gacA.3|gacA.4|CBU_1084|qseB|CBU_1761|CBU_2006
GO:0000160	phosphorelay signal transduction system	biological_process	227377	direct	15	1208248|1208249|1208519|1208602|1208651|1208672|1208681|1208850|1208943|1208985|1209132|1209133|1209672|1209918|1209919	phoR|phoB|CBU_0634|gacA.1|gacS|gacA.2|CBU_0789|gacA.3|gacA.4|CBU_1084|qseB|qseC|CBU_1761|rstB|CBU_2006
GO:0000162	tryptophan biosynthetic process	biological_process	227377	direct	4	1209054|1209056|1209057|1209058	trpE|trpC|trpBF|trpA
GO:0000179	rRNA (adenine-N6,N6-)-dimethyltransferase activity	molecular_function	227377	direct	1	1209895	ksgA
GO:0000246	delta24(24-1) sterol reductase activity	molecular_function	227377	direct	1	1209110	CBU_1206
GO:0000270	peptidoglycan metabolic process	biological_process	227377	direct	2	1208071|1208261	ampG|ampD
GO:0000271	polysaccharide biosynthetic process	biological_process	227377	direct	9	1208463|1208565|1208579|1208583|1208737|1208738|1208739|1208958|1209568	CBU_0578|CBU_0676|CBU_0690|CBU_0694|CBU_0844|CBU_0845|ugd|CBU_1057|CBU_1657
GO:0000286	alanine dehydrogenase activity	molecular_function	227377	direct	1	1209018	ald
GO:0000774	adenyl-nucleotide exchange factor activity	molecular_function	227377	direct	1	1209198	grpE
GO:0000906	6,7-dimethyl-8-ribityllumazine synthase activity	molecular_function	227377	direct	1	1208533	ribH
GO:0000910	cytokinesis	biological_process	227377	direct	13	1207988|1208003|1208009|1208011|1208012|1208425|1208426|1208801|1209095|1209258|1209817|1209818|1209840	ftsL|ftsW|ftsQ|ftsA|ftsZ|smc|zipA|ispZ|ftsK|ftsH|ftsE|ftsX|parB
GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	molecular_function	227377	direct	2	1208467|1209386	bolA|oxyR
GO:0001906	cell killing	biological_process	227377	direct	1	1209401	CBU_1491
GO:0003676	nucleic acid binding	molecular_function	227377	direct	1	1209086	CBU_1183
GO:0003677	DNA binding	molecular_function	227377	direct	29	1207831|1207857|1207866|1207867|1207949|1208057|1208249|1208340|1208357|1208585|1208586|1208602|1208672|1208718|1208850|1208855|1209025|1209132|1209154|1209226|1209374|1209400|1209411|1209602|1209649|1209840|1209882|1209913|1209919	CBUA0001|CBUA0027|parB.1|CBUA0037|CBU_0079|CBU_0182|phoB|CBU_0456|CBU_0473|CBU_0696|CBU_0697|gacA.1|gacA.2|CBU_0825|gacA.3|CBU_0960|cbpA|qseB|CBU_1249|ihfA|hupB|higA|recO|CBU_1691|hipB|parB|dksA|topA|CBU_2006
GO:0003678	DNA helicase activity	molecular_function	227377	direct	2	1209726|1209967	priA|uvrD
GO:0003688	DNA replication origin binding	molecular_function	227377	direct	2	1207921|1209726	dnaA|priA
GO:0003690	double-stranded DNA binding	molecular_function	227377	direct	1	1209050	mfd
GO:0003697	single-stranded DNA binding	molecular_function	227377	direct	2	1207923|1208152	recF|ssb
GO:0003700	DNA-binding transcription factor activity	molecular_function	227377	direct	15	1207882|1208106|1208219|1208249|1208393|1208667|1208711|1208943|1209132|1209143|1209225|1209377|1209715|1209716|1209885	CBU_0020|nusG|fis|phoB|trpR|CBU_0775|CBU_0818|gacA.4|qseB|CBU_1238|CBU_1319|tldD|CBU_1804|CBU_1805|CBU_1972
GO:0003711	transcription elongation regulator activity	molecular_function	227377	direct	1	1209185	greA
GO:0003723	RNA binding	molecular_function	227377	direct	5	1207886|1208828|1208951|1209210|1209339	csrA-1|CBU_0935|csrA-2|smpB|nusA
GO:0003735	structural constituent of ribosome	molecular_function	227377	direct	52	1208107|1208108|1208109|1208110|1208114|1208115|1208118|1208119|1208120|1208121|1208122|1208123|1208124|1208125|1208126|1208127|1208128|1208129|1208130|1208131|1208132|1208133|1208134|1208135|1208136|1208137|1208138|1208141|1208142|1208143|1208145|1208172|1208173|1208268|1208269|1208272|1208326|1208329|1208375|1208413|1208744|1208757|1208758|1208760|1208798|1209229|1209230|1209503|1209659|1209752|1209830|3704276	rplK|rplA|rplJ|rplL|rpsL|rpsG|rpsJ|rplC|rplD|rplW|rplB|rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX|rplE|rpsN|rpsH|rplF|rplR|rpsE|CBU_0256|rplO|CBU_0260|rpsK|rpsD|rplQ|rpmG|rpmB|rplU|rpmA|rpsT|rplS|rpsP|rpmF|rpsA|rpsO|rpsF|rpsR|rplI|rpmE|rplT|rpmI|rpsU|rpsI|CBU_1840|rpmH|rpmJ
GO:0003743	translation initiation factor activity	molecular_function	227377	direct	3	1209099|1209231|1209338	infA|infC|infB
GO:0003746	translation elongation factor activity	molecular_function	227377	direct	4	1208116|1208117|1209291|1209727	fusA|tuf-2|tsf|efp
GO:0003747	translation release factor activity	molecular_function	227377	direct	2	1208704|1209878	prfC|prfA
GO:0003755	peptidyl-prolyl cis-trans isomerase activity	molecular_function	227377	direct	4	1208515|1208628|1209359|1209893	fkpA|tig|CBU_1451|CBU_1980
GO:0003756	protein disulfide isomerase activity	molecular_function	227377	direct	1	1209634	dsbD
GO:0003796	lysozyme activity	molecular_function	227377	direct	1	1208929	CBU_1031
GO:0003824	catalytic activity	molecular_function	227377	direct	49	1207862|1207936|1207963|1207989|1208038|1208195|1208196|1208212|1208214|1208215|1208328|1208376|1208433|1208434|1208435|1208459|1208472|1208565|1208566|1208567|1208611|1208678|1208679|1208722|1208723|1208729|1208783|1208805|1208818|1208900|1208901|1209005|1209013|1209084|1209337|1209379|1209380|1209381|1209388|1209404|1209599|1209626|1209748|1209749|1209800|1209804|1209894|1209932|1209994	CBUA0032|CBU_0066|queE|ftsI|CBU_0166|CBU_0313|CBU_0314|thiC|thiS|thiG|rimM|plsX|CBU_0548|rodA|pbpA|CBU_0574|glpE|CBU_0676|CBU_0677|CBU_0678|CBU_0721|CBU_0786|CBU_0787|CBU_0829|CBU_0830|CBU_0836|CBU_0890|prpD|CBU_0925|bioC.2|bioH|CBU_1103|CBU_1111|thiI|rbfA|mreD|mreC|mreB|ahpD|pdxJ|CBU_1688|gcvH|CBU_1836|CBU_1837|ponA|pilQ|pdxA|ubiB|hemY
GO:0003842	1-pyrroline-5-carboxylate dehydrogenase activity	molecular_function	227377	direct	1	1208514	putA
GO:0003848	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase activity	molecular_function	227377	direct	1	1208169	folK-2
GO:0003849	3-deoxy-7-phosphoheptulonate synthase activity	molecular_function	227377	direct	1	1208877	CBU_0982
GO:0003855	3-dehydroquinate dehydratase activity	molecular_function	227377	direct	1	1209988	aroD
GO:0003856	3-dehydroquinate synthase activity	molecular_function	227377	direct	1	1209806	aroB
GO:0003857	3-hydroxyacyl-CoA dehydrogenase activity	molecular_function	227377	direct	1	1208461	yfcX
GO:0003864	3-methyl-2-oxobutanoate hydroxymethyltransferase activity	molecular_function	227377	direct	1	1208308	panB
GO:0003866	3-phosphoshikimate 1-carboxyvinyltransferase activity	molecular_function	227377	direct	1	1208411	aroA
GO:0003871	5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity	molecular_function	227377	direct	1	1209961	metE
GO:0003872	6-phosphofructokinase activity	molecular_function	227377	direct	2	1208223|1209178	pfkA|CBU_1273
GO:0003882	CDP-diacylglycerol-serine O-phosphatidyltransferase activity	molecular_function	227377	direct	1	1207967	pssA
GO:0003883	CTP synthase activity	molecular_function	227377	direct	1	1209593	pyrG
GO:0003887	DNA-directed DNA polymerase activity	molecular_function	227377	direct	7	1207922|1208199|1208384|1208442|1208544|1209243|1209706	dnaN|dnaQ|holB|holA|dnaZX|dnaE|polI
GO:0003896	DNA primase activity	molecular_function	227377	direct	1	1209505	dnaG
GO:0003899	DNA-directed 5'-3' RNA polymerase activity	molecular_function	227377	direct	3	1208112|1208113|1208144	rpoB|rpoC|rpoA
GO:0003904	deoxyribodipyrimidine photo-lyase activity	molecular_function	227377	direct	1	1209079	phrB
GO:0003906	DNA-(apurinic or apyrimidinic site) endonuclease activity	molecular_function	227377	direct	1	1209608	nth
GO:0003908	methylated-DNA-[protein]-cysteine S-methyltransferase activity	molecular_function	227377	direct	1	1208325	ogt
GO:0003910	DNA ligase (ATP) activity	molecular_function	227377	direct	1	1209847	CBU_1934
GO:0003911	DNA ligase (NAD+) activity	molecular_function	227377	direct	1	1208427	ligA
GO:0003917	DNA topoisomerase type I activity	molecular_function	227377	direct	1	1209913	topA
GO:0003918	DNA topoisomerase type II (ATP-hydrolyzing) activity	molecular_function	227377	direct	3	1207924|1207934|1209779	gyrB|parE|parC
GO:0003919	FMN adenylyltransferase activity	molecular_function	227377	direct	1	1208274	ribF
GO:0003922	GMP synthase (glutamine-hydrolyzing) activity	molecular_function	227377	direct	1	1209247	guaA
GO:0003924	GTPase activity	molecular_function	227377	direct	5	1208012|1208334|1208777|1209816|1209835	ftsZ|ffh|typA/bipA|ftsY|trmE
GO:0003934	GTP cyclohydrolase I activity	molecular_function	227377	direct	1	1208688	folE
GO:0003935	GTP cyclohydrolase II activity	molecular_function	227377	direct	1	1208532	ribA
GO:0003938	IMP dehydrogenase activity	molecular_function	227377	direct	1	1209248	guaB
GO:0003941	L-serine ammonia-lyase activity	molecular_function	227377	direct	1	1208070	sda
GO:0003952	NAD+ synthase (glutamine-hydrolyzing) activity	molecular_function	227377	direct	1	1208751	nadE
GO:0003977	UDP-N-acetylglucosamine diphosphorylase activity	molecular_function	227377	direct	1	1209860	glmU
GO:0003979	UDP-glucose 6-dehydrogenase activity	molecular_function	227377	direct	1	1208739	ugd
GO:0003983	UTP:glucose-1-phosphate uridylyltransferase activity	molecular_function	227377	direct	1	1208742	galU
GO:0003988	acetyl-CoA C-acyltransferase activity	molecular_function	227377	direct	1	1208869	CBU_0974
GO:0003989	acetyl-CoA carboxylase activity	molecular_function	227377	direct	4	1208786|1209420|1209636|1209637	accD|accA|accB|accC
GO:0003993	acid phosphatase activity	molecular_function	227377	direct	1	1208217	CBU_0335
GO:0003994	aconitate hydratase activity	molecular_function	227377	direct	1	1209631	acnA
GO:0003995	acyl-CoA dehydrogenase activity	molecular_function	227377	direct	3	1208458|1208868|1209633	CBU_0573|CBU_0973|CBU_1722
GO:0003998	acylphosphatase activity	molecular_function	227377	direct	1	1209908	CBU_1995
GO:0004003	ATP-dependent DNA helicase activity	molecular_function	227377	direct	3	1208187|1208356|1208761	recG|recQ|dnaB
GO:0004013	adenosylhomocysteinase activity	molecular_function	227377	direct	1	1209944	ahcY
GO:0004015	adenosylmethionine-8-amino-7-oxononanoate transaminase activity	molecular_function	227377	direct	1	1208904	bioA
GO:0004017	adenylate kinase activity	molecular_function	227377	direct	1	1208338	adk
GO:0004018	N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity	molecular_function	227377	direct	1	1208717	purB
GO:0004019	adenylosuccinate synthase activity	molecular_function	227377	direct	1	1208894	purA
GO:0004020	adenylylsulfate kinase activity	molecular_function	227377	direct	1	1208589	CBU_0700
GO:0004024	alcohol dehydrogenase activity, zinc-dependent	molecular_function	227377	direct	1	1208921	CBU_1023
GO:0004029	aldehyde dehydrogenase (NAD) activity	molecular_function	227377	direct	1	1209108	CBU_1204
GO:0004044	amidophosphoribosyltransferase activity	molecular_function	227377	direct	1	1208790	purF
GO:0004045	aminoacyl-tRNA hydrolase activity	molecular_function	227377	direct	1	1209753	pth
GO:0004047	aminomethyltransferase activity	molecular_function	227377	direct	1	1209627	gcvT
GO:0004049	anthranilate synthase activity	molecular_function	227377	direct	1	1209054	trpE
GO:0004066	asparagine synthase (glutamine-hydrolyzing) activity	molecular_function	227377	direct	2	1208724|1208733	asnB-1|asnB-2
GO:0004068	aspartate 1-decarboxylase activity	molecular_function	227377	direct	1	1208306	panD
GO:0004069	L-aspartate:2-oxoglutarate aminotransferase activity	molecular_function	227377	direct	1	1208402	aspB
GO:0004070	aspartate carbamoyltransferase activity	molecular_function	227377	direct	1	1210008	pyrB
GO:0004072	aspartate kinase activity	molecular_function	227377	direct	1	1208952	CBU_1051
GO:0004073	aspartate-semialdehyde dehydrogenase activity	molecular_function	227377	direct	1	1208768	asd
GO:0004075	biotin carboxylase activity	molecular_function	227377	direct	2	1208872|1209637	CBU_0977|accC
GO:0004076	biotin synthase activity	molecular_function	227377	direct	1	1208903	bioB
GO:0004077	biotin-[acetyl-CoA-carboxylase] ligase activity	molecular_function	227377	direct	1	1208898	birA
GO:0004088	carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity	molecular_function	227377	direct	2	1209186|1209187	carB|carA
GO:0004089	carbonate dehydratase activity	molecular_function	227377	direct	1	1208010	CBU_0139
GO:0004096	catalase activity	molecular_function	227377	direct	1	1208162	katE
GO:0004106	chorismate mutase activity	molecular_function	227377	direct	1	1209983	CBU_2070
GO:0004107	chorismate synthase activity	molecular_function	227377	direct	1	1208767	aroC
GO:0004108	citrate (Si)-synthase activity	molecular_function	227377	direct	1	1209316	gltA
GO:0004109	coproporphyrinogen oxidase activity	molecular_function	227377	direct	2	1208482|1209640	CBU_0597|hemF
GO:0004121	cystathionine beta-lyase activity	molecular_function	227377	direct	1	1209938	metC
GO:0004122	cystathionine beta-synthase activity	molecular_function	227377	direct	1	1209937	CBU_2024
GO:0004123	cystathionine gamma-lyase activity	molecular_function	227377	direct	2	1209031|1209085	nifS|iscS
GO:0004127	cytidylate kinase activity	molecular_function	227377	direct	1	1208412	cmk
GO:0004139	deoxyribose-phosphate aldolase activity	molecular_function	227377	direct	1	1207879	deoC
GO:0004140	dephospho-CoA kinase activity	molecular_function	227377	direct	1	1208023	coaE
GO:0004141	dethiobiotin synthase activity	molecular_function	227377	direct	1	1208899	bioD
GO:0004145	diamine N-acetyltransferase activity	molecular_function	227377	direct	1	1209589	speG
GO:0004146	dihydrofolate reductase activity	molecular_function	227377	direct	1	1209906	folA
GO:0004148	dihydrolipoyl dehydrogenase activity	molecular_function	227377	direct	1	1208347	lpdA
GO:0004149	dihydrolipoyllysine-residue succinyltransferase activity	molecular_function	227377	direct	1	1209304	sucB
GO:0004150	dihydroneopterin aldolase activity	molecular_function	227377	direct	1	1209881	folB
GO:0004151	dihydroorotase activity	molecular_function	227377	direct	1	1209614	pyrC
GO:0004156	dihydropteroate synthase activity	molecular_function	227377	direct	1	1209257	folP
GO:0004158	dihydroorotate oxidase activity	molecular_function	227377	direct	1	1208866	pyrD
GO:0004163	diphosphomevalonate decarboxylase activity	molecular_function	227377	direct	1	1208492	mvaD
GO:0004170	dUTP diphosphatase activity	molecular_function	227377	direct	1	1208175	dut
GO:0004174	electron-transferring-flavoprotein dehydrogenase activity	molecular_function	227377	direct	1	1209022	CBU_1120
GO:0004175	endopeptidase activity	molecular_function	227377	direct	1	1207871	dacB
GO:0004176	ATP-dependent peptidase activity	molecular_function	227377	direct	4	1208629|1208631|1209100|1209925	clpP|lon|clpA|hslU
GO:0004177	aminopeptidase activity	molecular_function	227377	direct	2	1208220|1208457	pepN|CBU_0572
GO:0004190	aspartic-type endopeptidase activity	molecular_function	227377	direct	1	1208280	lspA
GO:0004222	metalloendopeptidase activity	molecular_function	227377	direct	4	1207901|1209145|1209258|1209447	prlC|gcp|ftsH|CBU_1537
GO:0004252	serine-type endopeptidase activity	molecular_function	227377	direct	4	1208629|1208646|1209414|1209448	clpP|degP.2|lepB-2|CBU_1538
GO:0004300	enoyl-CoA hydratase activity	molecular_function	227377	direct	3	1208039|1208461|1209769	pksH|yfcX|CBU_1856
GO:0004314	[acyl-carrier-protein] S-malonyltransferase activity	molecular_function	227377	direct	1	1208378	fabD
GO:0004315	3-oxoacyl-[acyl-carrier-protein] synthase activity	molecular_function	227377	direct	3	1207900|1208377|1208381	CBU_0038|fabH|fabF
GO:0004316	3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity	molecular_function	227377	direct	2	1208379|1208740	fabG|CBU_0847
GO:0004325	ferrochelatase activity	molecular_function	227377	direct	1	1207904	hemH
GO:0004326	tetrahydrofolylpolyglutamate synthase activity	molecular_function	227377	direct	1	1208787	folC
GO:0004332	fructose-bisphosphate aldolase activity	molecular_function	227377	direct	1	1209689	fbaA
GO:0004333	fumarate hydratase activity	molecular_function	227377	direct	1	1208998	fumC
GO:0004337	geranyltranstransferase activity	molecular_function	227377	direct	1	1209160	CBU_1255
GO:0004347	glucose-6-phosphate isomerase activity	molecular_function	227377	direct	1	1208741	pgi
GO:0004356	glutamate-ammonia ligase activity	molecular_function	227377	direct	1	1208387	glnA
GO:0004360	glutamine-fructose-6-phosphate transaminase (isomerizing) activity	molecular_function	227377	direct	1	1209698	glmS
GO:0004363	glutathione synthase activity	molecular_function	227377	direct	1	1209788	gshB
GO:0004364	glutathione transferase activity	molecular_function	227377	direct	1	1208712	CBU_0819
GO:0004367	glycerol-3-phosphate dehydrogenase [NAD+] activity	molecular_function	227377	direct	1	1209428	gpsA
GO:0004368	glycerol-3-phosphate dehydrogenase (quinone) activity	molecular_function	227377	direct	1	1208824	glpD
GO:0004370	glycerol kinase activity	molecular_function	227377	direct	1	1208825	gplK
GO:0004372	glycine hydroxymethyltransferase activity	molecular_function	227377	direct	1	1209325	CBU_1419
GO:0004375	glycine dehydrogenase (decarboxylating) activity	molecular_function	227377	direct	2	1209624|1209625	CBU_1713|CBU_1714
GO:0004385	guanylate kinase activity	molecular_function	227377	direct	1	1208183	gmk
GO:0004401	histidinol-phosphatase activity	molecular_function	227377	direct	1	1208562	CBU_0673
GO:0004419	hydroxymethylglutaryl-CoA lyase activity	molecular_function	227377	direct	1	1208405	leuA
GO:0004420	hydroxymethylglutaryl-CoA reductase (NADPH) activity	molecular_function	227377	direct	2	1207892|1208495	CBU_0030|CBU_0610
GO:0004422	hypoxanthine phosphoribosyltransferase activity	molecular_function	227377	direct	1	1208975	CBU_1074
GO:0004424	imidazoleglycerol-phosphate dehydratase activity	molecular_function	227377	direct	1	1208562	CBU_0673
GO:0004425	indole-3-glycerol-phosphate synthase activity	molecular_function	227377	direct	1	1209056	trpC
GO:0004427	inorganic diphosphatase activity	molecular_function	227377	direct	1	1208513	ppa
GO:0004450	isocitrate dehydrogenase (NADP+) activity	molecular_function	227377	direct	1	1209104	icd
GO:0004471	malate dehydrogenase (decarboxylating) (NAD+) activity	molecular_function	227377	direct	1	1208716	sfcA
GO:0004475	mannose-1-phosphate guanylyltransferase activity	molecular_function	227377	direct	1	1208560	rfbA
GO:0004476	mannose-6-phosphate isomerase activity	molecular_function	227377	direct	1	1208560	rfbA
GO:0004477	methenyltetrahydrofolate cyclohydrolase activity	molecular_function	227377	direct	1	1208194	folD
GO:0004478	methionine adenosyltransferase activity	molecular_function	227377	direct	1	1209943	metK
GO:0004479	methionyl-tRNA formyltransferase activity	molecular_function	227377	direct	1	1209910	fmt
GO:0004486	methylenetetrahydrofolate dehydrogenase [NAD(P)+] activity	molecular_function	227377	direct	1	1208194	folD
GO:0004489	methylenetetrahydrofolate reductase (NAD(P)H) activity	molecular_function	227377	direct	1	1209960	metF
