go_id	go_term	go_domain	size	genes
GO:0000001	mitochondrion inheritance	biological_process	12	3253202;3253304;3253652;3253698;3254042;3254547;3255475;3255478;3255907;3256765;3257454;3258176
GO:0000002	mitochondrial genome maintenance	biological_process	14	3255475;3255651;3255818;3255908;3256332;3256718;3256981;3257014;3257055;3258283;3258500;3258598;3258985;3259484
GO:0000005	ribosomal chaperone activity	molecular_function	3	3254022;3256414;3257091
GO:0000007	low-affinity zinc ion transmembrane transporter activity	molecular_function	3	3257342;3258666;3258717
GO:0000009	alpha-1,6-mannosyltransferase activity	molecular_function	6	3253625;3253841;3256667;3257424;3258444;3259486
GO:0000010	trans-hexaprenyltranstransferase activity	molecular_function	1	3259709
GO:0000011	vacuole inheritance	biological_process	13	3253261;3253304;3253652;3253698;3254681;3255809;3255907;3256450;3257041;3257436;3257454;3258176;3258406
GO:0000014	single-stranded DNA endodeoxyribonuclease activity	molecular_function	4	3253403;3257863;3258456;3259172
GO:0000015	phosphopyruvate hydratase complex	cellular_component	3	3256354;3257750;3257906
GO:0000017	alpha-glucoside transport	biological_process	7	3255087;3255127;3255310;3255917;3258080;3258247;3258307
GO:0000018	regulation of DNA recombination	biological_process	1	3254253
GO:0000019	regulation of mitotic recombination	biological_process	1	3253862
GO:0000022	mitotic spindle elongation	biological_process	11	3253413;3253668;3255460;3256315;3257979;3257993;3258028;3258400;3258677;3259570;3259756
GO:0000025	maltose catabolic process	biological_process	1	3258280
GO:0000026	alpha-1,2-mannosyltransferase activity	molecular_function	3	3254079;3255618;3255843
GO:0000027	ribosomal large subunit assembly	biological_process	30	3253842;3254120;3254138;3254316;3254425;3254568;3254570;3255082;3255565;3255641;3255702;3255873;3255988;3256329;3256387;3256487;3256542;3256686;3256709;3257049;3257407;3257527;3257793;3257801;3257913;3258278;3258816;3259037;3259047;3259569
GO:0000028	ribosomal small subunit assembly	biological_process	10	3253314;3253949;3255914;3256136;3256414;3257091;3257168;3258345;3258799;3259390
GO:0000030	mannosyltransferase activity	molecular_function	3	3256055;3258111;3259232
GO:0000032	cell wall mannoprotein biosynthetic process	biological_process	6	3254162;3255843;3256248;3257424;3258763;3259486
GO:0000033	alpha-1,3-mannosyltransferase activity	molecular_function	1	3254774
GO:0000036	ACP phosphopantetheine attachment site binding involved in fatty acid biosynthetic process	molecular_function	2	3256895;3257425
GO:0000038	very long-chain fatty acid metabolic process	biological_process	1	3257667
GO:0000045	autophagic vacuole assembly	biological_process	1	3257074
GO:0000048	peptidyltransferase activity	molecular_function	3	3253327;3253901;3257793
GO:0000049	tRNA binding	molecular_function	3	3257475;3257540;3258249
GO:0000052	citrulline metabolic process	biological_process	1	3257332
GO:0000053	argininosuccinate metabolic process	biological_process	1	3257332
GO:0000054	ribosomal subunit export from nucleus	biological_process	7	3253611;3255434;3256187;3256990;3258393;3259132;3259398
GO:0000055	ribosomal large subunit export from nucleus	biological_process	6	3253538;3253959;3256299;3256878;3257402;3258811
GO:0000059	protein import into nucleus, docking	biological_process	1	3257238
GO:0000062	fatty-acyl-CoA binding	molecular_function	2	3255269;3257207
GO:0000064	L-ornithine transmembrane transporter activity	molecular_function	1	3254297
GO:0000066	mitochondrial ornithine transport	biological_process	1	3254297
GO:0000070	mitotic sister chromatid segregation	biological_process	21	3253413;3253511;3253668;3254852;3255025;3255460;3255644;3255992;3256028;3256315;3256397;3256523;3257217;3257970;3257979;3257993;3258028;3258400;3258677;3258928;3259570
GO:0000075	cell cycle checkpoint	biological_process	1	3259126
GO:0000076	DNA replication checkpoint	biological_process	1	3257797
GO:0000077	DNA damage checkpoint	biological_process	3	3256782;3257797;3258806
GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	biological_process	7	3254157;3255259;3256447;3256782;3257854;3258551;3258721
GO:0000080	mitotic G1 phase	biological_process	3	3253420;3254962;3258220
GO:0000082	G1/S transition of mitotic cell cycle	biological_process	23	3253210;3253393;3253485;3253734;3253876;3254627;3255259;3255508;3256060;3256126;3256782;3257076;3257341;3257844;3257854;3257901;3258163;3258311;3258734;3258761;3258943;3259050;3259086
GO:0000084	mitotic S phase	biological_process	4	3253393;3255542;3256126;3258728
GO:0000086	G2/M transition of mitotic cell cycle	biological_process	23	3253210;3253393;3253876;3254157;3254518;3254739;3255259;3255508;3256060;3256126;3256148;3256447;3257844;3257854;3258311;3258551;3258721;3258734;3258943;3259019;3259050;3259756;3259784
GO:0000087	mitotic M phase	biological_process	2	3257542;3259017
GO:0000092	mitotic anaphase B	biological_process	2	3253511;3258851
GO:0000095	S-adenosyl-L-methionine transmembrane transporter activity	molecular_function	1	3258608
GO:0000096	sulfur amino acid metabolic process	biological_process	3	3253743;3254105;3255532
GO:0000097	sulfur amino acid biosynthetic process	biological_process	1	3254762
GO:0000101	sulfur amino acid transport	biological_process	2	3255973;3258233
GO:0000102	L-methionine secondary active transmembrane transporter activity	molecular_function	2	3255973;3258233
GO:0000103	sulfate assimilation	biological_process	7	3253937;3254886;3255015;3255830;3257976;3258661;3259637
GO:0000105	histidine biosynthetic process	biological_process	9	3253857;3255591;3256019;3256356;3257007;3257456;3258605;3259352;3259362
GO:0000107	imidazoleglycerol-phosphate synthase activity	molecular_function	1	3253857
GO:0000108	repairosome	cellular_component	5	3253530;3254368;3254899;3257118;3257704
GO:0000110	nucleotide-excision repair factor 1 complex	cellular_component	3	3258456;3258950;3259172
GO:0000111	nucleotide-excision repair factor 2 complex	cellular_component	2	3253530;3257118
GO:0000112	nucleotide-excision repair factor 3 complex	cellular_component	6	3253270;3253403;3253925;3255468;3258102;3259758
GO:0000113	nucleotide-excision repair factor 4 complex	cellular_component	3	3254368;3254899;3257704
GO:0000114	regulation of transcription involved in G1 phase of mitotic cell cycle	biological_process	11	3253582;3254705;3255540;3255724;3256201;3256881;3256932;3257356;3257734;3258619;3259280
GO:0000116	regulation of transcription involved in G2-phase of mitotic cell cycle	biological_process	1	3254625
GO:0000118	histone deacetylase complex	cellular_component	15	3253499;3254213;3254867;3255869;3255972;3256249;3256392;3256683;3256877;3258010;3258243;3258403;3258830;3259049;3259195
GO:0000120	RNA polymerase I transcription factor complex	cellular_component	2	3257166;3259098
GO:0000121	glycerol-1-phosphatase activity	molecular_function	4	3255085;3255169;3256120;3258061
GO:0000122	negative regulation of transcription from RNA polymerase II promoter	biological_process	16	3253378;3253738;3254251;3255225;3256124;3256570;3256826;3256851;3256877;3257871;3258086;3258355;3258967;3259048;3259085;3259088
GO:0000123	histone acetyltransferase complex	cellular_component	13	3253304;3253675;3253698;3254640;3255355;3255463;3255895;3255907;3256194;3256880;3257530;3258090;3258627
GO:0000124	SAGA complex	cellular_component	17	3253356;3253516;3254228;3254705;3255540;3255724;3256022;3256832;3256881;3256932;3257734;3258370;3258405;3258759;3259186;3259280;3259739
