go_id	go_term	go_domain	size	genes
GO:0000001	mitochondrion inheritance	biological_process	12	CNA01330|CNA04650|CNA04830|CNA07850|CNB05320|CNC02130|CND05780|CNF02720|CNJ01180|CNK02480|CNN00750|CNN01430
GO:0000002	mitochondrial genome maintenance	biological_process	14	CNB00590|CNB05500|CNB05530|CNC05070|CNC05270|CND04080|CND04400|CND05820|CNF01480|CNF02480|CNG02310|CNH02060|CNI04060|CNN00750
GO:0000005	ribosomal chaperone activity	molecular_function	3	CNA03330|CNC04440|CND03060
GO:0000007	low-affinity zinc ion transmembrane transporter activity	molecular_function	3	CND00350|CNG01860|CNG01870
GO:0000009	alpha-1,6-mannosyltransferase activity	molecular_function	6	CNA01470|CNA07230|CNC03430|CND03380|CNF01430|CNI01080
GO:0000010	trans-hexaprenyltranstransferase activity	molecular_function	1	CNI01740
GO:0000011	vacuole inheritance	biological_process	13	CNA01330|CNA03500|CNA04650|CNA07850|CNB03120|CNB05320|CNC01200|CND03650|CND04700|CND05780|CNF02720|CNF04190|CNK00660
GO:0000014	single-stranded DNA endodeoxyribonuclease activity	molecular_function	4	CNA03100|CNE03980|CNF01110|CNH01820
GO:0000015	phosphopyruvate hydratase complex	cellular_component	3	CNC00160|CNE00040|CNE05250
GO:0000017	alpha-glucoside transport	biological_process	7	CNB05710|CNF00460|CNF00600|CNF04930|CNM00630|CNM02540|CNN00150
GO:0000018	regulation of DNA recombination	biological_process	1	CNJ00400
GO:0000019	regulation of mitotic recombination	biological_process	1	CNA03600
GO:0000022	mitotic spindle elongation	biological_process	11	CNA03050|CNA04200|CNC05740|CNE03530|CNE03820|CNF00790|CNF02340|CNG03780|CNI02210|CNI04330|CNN02340
GO:0000025	maltose catabolic process	biological_process	1	CNF00610
GO:0000026	alpha-1,2-mannosyltransferase activity	molecular_function	3	CNB00170|CNB03210|CNJ00210
GO:0000027	ribosomal large subunit assembly	biological_process	30	CNA07990|CNB00610|CNB02360|CNB02740|CNB03010|CNB05550|CNC00350|CNC01060|CNC02820|CNC03180|CNC05360|CNC06990|CND02650|CND03120|CNE00590|CNE01670|CNE02690|CNE03060|CNF03320|CNG00300|CNH00280|CNH02690|CNI01830|CNJ01380|CNJ01590|CNJ03370|CNK00110|CNK01600|CNK02240|CNM02050
GO:0000028	ribosomal small subunit assembly	biological_process	10	CNA04600|CNA06500|CNB05110|CNC01900|CNC04440|CND02960|CND03060|CNF00670|CNG00800|CNI04340
GO:0000030	mannosyltransferase activity	molecular_function	3	CNB03450|CNF00920|CNH00360
GO:0000032	cell wall mannoprotein biosynthetic process	biological_process	6	CNB03210|CNC03020|CND03380|CNG02580|CNI01080|CNJ01750
GO:0000033	alpha-1,3-mannosyltransferase activity	molecular_function	1	CNL04800
GO:0000036	ACP phosphopantetheine attachment site binding involved in fatty acid biosynthetic process	molecular_function	2	CND04150|CND04410
GO:0000038	very long-chain fatty acid metabolic process	biological_process	1	CNE01780
GO:0000045	autophagic vacuole assembly	biological_process	1	CND05590
GO:0000048	peptidyltransferase activity	molecular_function	3	CNA05170|CNA07010|CNE02690
GO:0000049	tRNA binding	molecular_function	3	CND04600|CNE02810|CNF01530
GO:0000052	citrulline metabolic process	biological_process	1	CND00700
GO:0000053	argininosuccinate metabolic process	biological_process	1	CND00700
GO:0000054	ribosomal subunit export from nucleus	biological_process	7	CNA06180|CNC01470|CND03210|CNF04720|CNH01320|CNI02340|CNN01880
GO:0000055	ribosomal large subunit export from nucleus	biological_process	6	CNA06440|CNA06980|CNC01210|CND03230|CND05640|CNG01660
GO:0000059	protein import into nucleus, docking	biological_process	1	CND01280
GO:0000062	fatty-acyl-CoA binding	molecular_function	2	CND03160|CNM01420
GO:0000064	L-ornithine transmembrane transporter activity	molecular_function	1	CNJ01640
GO:0000066	mitochondrial ornithine transport	biological_process	1	CNJ01640
GO:0000070	mitotic sister chromatid segregation	biological_process	21	CNA02460|CNA03050|CNA04200|CNB01550|CNB02640|CNB02810|CNC03260|CNC04400|CNC05740|CND00110|CNE00970|CNE03530|CNE03820|CNF00790|CNF02340|CNG03780|CNG04180|CNI04330|CNL06670|CNL06800|CNN02340
GO:0000075	cell cycle checkpoint	biological_process	1	CNH00770
GO:0000076	DNA replication checkpoint	biological_process	1	CNE03070
GO:0000077	DNA damage checkpoint	biological_process	3	CNC00360|CNE03070|CNG04000
GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	biological_process	7	CNC00360|CNC00870|CNE04400|CNG02130|CNG03960|CNJ00160|CNM00990
GO:0000080	mitotic G1 phase	biological_process	3	CNA03820|CNF03740|CNL04090
GO:0000082	G1/S transition of mitotic cell cycle	biological_process	23	CNA00560|CNA02840|CNA04030|CNA06710|CNA08080|CNB03140|CNC00360|CNC01750|CND00480|CND05500|CNE02360|CNE03610|CNE04400|CNF02800|CNF02940|CNG00150|CNG01850|CNG04610|CNH03370|CNH03480|CNK02470|CNM00990|CNN01140
GO:0000084	mitotic S phase	biological_process	4	CNA04030|CNC01750|CNG02290|CNN01780
GO:0000086	G2/M transition of mitotic cell cycle	biological_process	23	CNA04030|CNA06710|CNA08080|CNB03140|CNC00870|CNC01750|CNC04460|CNE02360|CNE04400|CNF02800|CNG00150|CNG02130|CNG03960|CNG04610|CNH01420|CNH03370|CNI02210|CNI03870|CNJ00160|CNK01630|CNL03980|CNM00990|CNN01140
GO:0000087	mitotic M phase	biological_process	2	CNE04440|CNH01660
GO:0000092	mitotic anaphase B	biological_process	2	CNA02460|CNG01340
GO:0000095	S-adenosyl-L-methionine transmembrane transporter activity	molecular_function	1	CNG03030
