go_id	go_term	go_domain	size	genes
GO:0000002	mitochondrial genome maintenance	biological_process	3	8621067|8623060|8623826
GO:0000003	reproduction	biological_process	1	8617253
GO:0000009	alpha-1,6-mannosyltransferase activity	molecular_function	1	8616193
GO:0000010	trans-hexaprenyltranstransferase activity	molecular_function	1	8622490
GO:0000012	single strand break repair	biological_process	4	8620111|8621917|8628862|8628891
GO:0000014	single-stranded DNA endodeoxyribonuclease activity	molecular_function	2	8616022|8628852
GO:0000015	phosphopyruvate hydratase complex	cellular_component	2	8616467|8623917
GO:0000019	regulation of mitotic recombination	biological_process	1	8628852
GO:0000022	mitotic spindle elongation	biological_process	2	8616448|8624179
GO:0000026	alpha-1,2-mannosyltransferase activity	molecular_function	1	8628523
GO:0000027	ribosomal large subunit assembly	biological_process	4	8621918|8625308|8626376|8628566
GO:0000028	ribosomal small subunit assembly	biological_process	6	8617280|8617674|8621922|8624685|8625175|8627504
GO:0000030	mannosyltransferase activity	molecular_function	3	8622004|8624600|8625407
GO:0000033	alpha-1,3-mannosyltransferase activity	molecular_function	1	8616481
GO:0000034	adenine deaminase activity	molecular_function	1	8626101
GO:0000042	protein targeting to Golgi	biological_process	2	8616853|8626999
GO:0000045	autophagic vacuole assembly	biological_process	20	8616014|8616701|8618957|8619020|8619939|8620900|8621042|8621274|8623676|8623887|8624242|8625085|8625086|8625555|8626417|8627395|8627678|8628705|8628828|8629256
GO:0000049	tRNA binding	molecular_function	20	8616578|8617403|8617767|8618225|8619304|8620109|8620511|8621587|8621770|8621878|8622432|8623903|8623933|8624362|8624401|8624567|8625991|8626899|8628424|8629519
GO:0000050	urea cycle	biological_process	1	8620470
GO:0000054	ribosomal subunit export from nucleus	biological_process	4	3385414|8618311|8619618|8628071
GO:0000055	ribosomal large subunit export from nucleus	biological_process	3	8617142|8617852|8623428
GO:0000062	fatty-acyl-CoA binding	molecular_function	2	8617276|8627558
GO:0000070	mitotic sister chromatid segregation	biological_process	4	8615938|8618603|8625595|8629112
GO:0000075	cell cycle checkpoint	biological_process	1	8619507
GO:0000076	DNA replication checkpoint	biological_process	4	8616860|8619507|8625068|8628726
GO:0000077	DNA damage checkpoint	biological_process	7	8616860|8619507|8622508|8623211|8625068|8625371|8628726
GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	biological_process	15	8616534|8619748|8620995|8621004|8621130|8622548|8624867|8625170|8625567|8625635|8625640|8625711|8626279|8626910|8626951
GO:0000082	G1/S transition of mitotic cell cycle	biological_process	2	8616412|8628431
GO:0000103	sulfate assimilation	biological_process	7	8624856|8624857|8626018|8626353|8626482|8626709|8627963
GO:0000104	succinate dehydrogenase activity	molecular_function	2	8619802|8621378
GO:0000105	histidine biosynthetic process	biological_process	1	8618485
GO:0000110	nucleotide-excision repair factor 1 complex	cellular_component	1	8616022
GO:0000112	nucleotide-excision repair factor 3 complex	cellular_component	1	8616299
GO:0000118	histone deacetylase complex	cellular_component	2	8622471|8622836
GO:0000122	negative regulation of transcription from RNA polymerase II promoter	biological_process	10	8622836|8624264|8624533|8625055|8626217|8626454|8627159|8627717|8629315|8629493
GO:0000123	histone acetyltransferase complex	cellular_component	3	8619865|8624110|8627480
GO:0000124	SAGA complex	cellular_component	9	8618101|8618315|8619477|8622353|8624110|8626077|8626641|8627213|8628080
GO:0000126	transcription factor TFIIIB complex	cellular_component	3	8620220|8622948|8624063
GO:0000132	establishment of mitotic spindle orientation	biological_process	3	8618312|8624354|8626591
GO:0000139	Golgi membrane	cellular_component	56	8616248|8616255|8616271|8616415|8616625|8616853|8617744|8618381|8618425|8618440|8618583|8618762|8619214|8619383|8619924|8620263|8620411|8620679|8621088|8621150|8621473|8621515|8621593|8621810|8622910|8622978|8623116|8623304|8623347|8623715|8623716|8624131|8624296|8624312|8624744|8624886|8625085|8625774|8626047|8626291|8627109|8627144|8627185|8627224|8627543|8627642|8627825|8628068|8628104|8628108|8628156|8628300|8628601|8628609|8628851|8628921
GO:0000145	exocyst	cellular_component	6	8618596|8622337|8622361|8624751|8629265|8629504
GO:0000146	microfilament motor activity	molecular_function	5	8618367|8625606|8626753|8626983|8628615
GO:0000149	SNARE binding	molecular_function	25	8616415|8617017|8617378|8620078|8620564|8620565|8620566|8620895|8621088|8621557|8621888|8622169|8622381|8623885|8624049|8624293|8624862|8625076|8626270|8627094|8627574|8628108|8628929|8629265|8629310
GO:0000151	ubiquitin ligase complex	cellular_component	5	8616795|8617585|8619725|8620756|8628617
GO:0000153	cytoplasmic ubiquitin ligase complex	cellular_component	2	8616701|8620900
GO:0000154	rRNA modification	biological_process	3	8624262|8625259|8627275
GO:0000155	phosphorelay sensor kinase activity	molecular_function	17	8616881|8617764|8617765|8618954|8619023|8619608|8619701|8620399|8621265|8621437|8621597|8622297|8622430|8622946|8623516|8623876|8624398
GO:0000156	phosphorelay response regulator activity	molecular_function	5	8619608|8619701|8620399|8621265|8621437
GO:0000159	protein phosphatase type 2A complex	cellular_component	5	8617450|8622152|8622574|8624194|8629184
GO:0000160	phosphorelay signal transduction system	biological_process	25	8616298|8616482|8616881|8617471|8617764|8617765|8618954|8619023|8619608|8619701|8620399|8621265|8621437|8621597|8622297|8622430|8622946|8623516|8623560|8623852|8623876|8624398|8624583|8626265|8628146
GO:0000162	tryptophan biosynthetic process	biological_process	1	8618485
GO:0000165	MAPK cascade	biological_process	6	8617426|8622607|8623649|8624035|8624357|8625569
