go_id	go_term	go_domain	size	genes
GO:0000002	mitochondrial genome maintenance	biological_process	3	8621067|8623060|8623826
GO:0000003	reproduction	biological_process	60	8616215|8616408|8616485|8616704|8616748|8617020|8617038|8617062|8617227|8617253|8617301|8617475|8617541|8617717|8617718|8618090|8618945|8619032|8619747|8619829|8620128|8620686|8621061|8621298|8621459|8621687|8621691|8621902|8622126|8622298|8622474|8623000|8623068|8623220|8623707|8623892|8623917|8623924|8623998|8624152|8624758|8625085|8625112|8625403|8625993|8626465|8626508|8626676|8626776|8627031|8627162|8627456|8627551|8628091|8628151|8628798|8628919|8629061|8629223|8629404
GO:0000009	alpha-1,6-mannosyltransferase activity	molecular_function	2	8616193|8618657
GO:0000010	trans-hexaprenyltranstransferase activity	molecular_function	1	8622490
GO:0000012	single strand break repair	biological_process	4	8620111|8621917|8628862|8628891
GO:0000014	single-stranded DNA endodeoxyribonuclease activity	molecular_function	2	8616022|8628852
GO:0000015	phosphopyruvate hydratase complex	cellular_component	2	8616467|8623917
GO:0000018	regulation of DNA recombination	biological_process	4	8615889|8616066|8619985|8628852
GO:0000019	regulation of mitotic recombination	biological_process	1	8628852
GO:0000022	mitotic spindle elongation	biological_process	1	8616448
GO:0000026	alpha-1,2-mannosyltransferase activity	molecular_function	1	8628523
GO:0000027	ribosomal large subunit assembly	biological_process	4	8621918|8625308|8626376|8628566
GO:0000028	ribosomal small subunit assembly	biological_process	6	8617280|8617674|8621922|8624685|8625175|8627504
GO:0000030	mannosyltransferase activity	molecular_function	11	8616193|8616481|8618657|8618740|8619236|8621045|8622004|8624600|8625407|8625655|8628523
GO:0000033	alpha-1,3-mannosyltransferase activity	molecular_function	1	8616481
GO:0000034	adenine deaminase activity	molecular_function	1	8626101
GO:0000038	very long-chain fatty acid metabolic process	biological_process	1	8617636
GO:0000041	transition metal ion transport	biological_process	15	8616714|8616823|8616939|8617577|8620846|8621533|8621811|8623404|8624164|8624483|8625164|8626069|8626386|8627964|8628004
GO:0000042	protein targeting to Golgi	biological_process	2	8616853|8626999
GO:0000045	autophagic vacuole assembly	biological_process	20	8616014|8616701|8618957|8619020|8619939|8620900|8621042|8621274|8623676|8623887|8624242|8625085|8625086|8625555|8626417|8627395|8627678|8628705|8628828|8629256
GO:0000049	tRNA binding	molecular_function	20	8616578|8617403|8617767|8618225|8619304|8620109|8620511|8621587|8621770|8621878|8622432|8623903|8623933|8624362|8624401|8624567|8625991|8626899|8628424|8629519
GO:0000050	urea cycle	biological_process	1	8620470
GO:0000054	ribosomal subunit export from nucleus	biological_process	7	3385414|8617142|8617852|8618311|8619618|8623428|8628071
GO:0000055	ribosomal large subunit export from nucleus	biological_process	3	8617142|8617852|8623428
GO:0000062	fatty-acyl-CoA binding	molecular_function	2	8617276|8627558
GO:0000070	mitotic sister chromatid segregation	biological_process	4	8615938|8618603|8625595|8629112
GO:0000075	cell cycle checkpoint	biological_process	15	8616663|8616860|8617759|8618872|8619104|8619507|8622204|8622508|8622811|8623211|8625068|8625371|8626286|8628726|8628825
GO:0000076	DNA replication checkpoint	biological_process	4	8616860|8619507|8625068|8628726
GO:0000077	DNA damage checkpoint	biological_process	7	8616860|8619507|8622508|8623211|8625068|8625371|8628726
GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	biological_process	15	8616534|8619748|8620995|8621004|8621130|8622548|8624867|8625170|8625567|8625635|8625640|8625711|8626279|8626910|8626951
GO:0000082	G1/S transition of mitotic cell cycle	biological_process	2	8616412|8628431
GO:0000096	sulfur amino acid metabolic process	biological_process	15	8616151|8616308|8616314|8616970|8621890|8621924|8621970|8624027|8624734|8624842|8625986|8626189|8628031|8628120|8628897
GO:0000097	sulfur amino acid biosynthetic process	biological_process	11	8616151|8616308|8616314|8616970|8621890|8621924|8624027|8624734|8624842|8628120|8628897
GO:0000098	sulfur amino acid catabolic process	biological_process	1	8625986
GO:0000103	sulfate assimilation	biological_process	7	8624856|8624857|8626018|8626353|8626482|8626709|8627963
GO:0000104	succinate dehydrogenase activity	molecular_function	4	8617527|8619802|8621378|8622627
GO:0000105	histidine biosynthetic process	biological_process	1	8618485
GO:0000109	nucleotide-excision repair complex	cellular_component	2	8616022|8616299
