go_id	go_name	go_domain	tax_id	annotation_type	size	gene_ids	gene_symbols
GO:0000002	mitochondrial genome maintenance	biological_process	7955	direct	1	368909	rrm2b
GO:0000028	ribosomal small subunit assembly	biological_process	7955	direct	1	266990	pwp2h
GO:0000035	acyl binding	molecular_function	7955	direct	1	436878	sirt5
GO:0000038	very long-chain fatty acid metabolic process	biological_process	7955	direct	1	566367	abcd1
GO:0000045	autophagosome assembly	biological_process	7955	direct	2	494180|100333016	atg5|atg7
GO:0000050	urea cycle	biological_process	7955	direct	1	555623	cps1
GO:0000062	fatty-acyl-CoA binding	molecular_function	7955	direct	1	324090	acbd6
GO:0000070	mitotic sister chromatid segregation	biological_process	7955	direct	3	492707|552978|570062	ncapg|ncapd2|ncaph
GO:0000077	DNA damage checkpoint signaling	biological_process	7955	direct	2	30590|403064	tp53|atm
GO:0000082	G1/S transition of mitotic cell cycle	biological_process	7955	direct	2	140747|170446	cxcr4a|meis1b
GO:0000084	mitotic S phase	biological_process	7955	direct	2	80973|323733	cdk1|top2a
GO:0000118	histone deacetylase complex	cellular_component	7955	direct	1	114429	znf703
GO:0000122	negative regulation of transcription by RNA polymerase II	biological_process	7955	direct	24	30098|30296|30300|30438|30543|30639|30670|57930|192302|323473|323656|325372|393141|402941|403042|415205|450059|492816|550389|555269|555364|570239|796163|100873093	hhex|foxo3b|her2|hoxa13b|sox21a|smad2|thraa|foxh1|hdac1|prdm1a|her8a|scrt2|mycb|insm1a|gli3|eaf1|osr1|prdm12b|osr2|vrtn|rarab|hoxa13a|vsx2|nfe2l2b
GO:0000132	establishment of mitotic spindle orientation	biological_process	7955	direct	11	30374|117507|245949|321855|368249|368473|553981|555601|557239|566046|791595	hoxb1b|prkci|vangl2|ift88|prickle1a|scrib|sptlc1|odad3|antxr2a|wtip|wnt11f2
GO:0000139	Golgi membrane	cellular_component	7955	direct	2	493602|558410	asah2|ubiad1
GO:0000149	SNARE binding	molecular_function	7955	direct	1	393346	stx8
GO:0000151	ubiquitin ligase complex	cellular_component	7955	direct	1	445491	crbn
GO:0000165	MAPK cascade	biological_process	7955	direct	3	333979|393426|567548	ptpn11a|ptpn11b|smpd2a
GO:0000177	cytoplasmic exosome (RNase complex)	cellular_component	7955	direct	1	324267	hbs1l
GO:0000184	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	biological_process	7955	direct	4	406783|555838|556592|100334020	upf1|dhx34|nbas|smg6
GO:0000209	protein polyubiquitination	biological_process	7955	direct	2	406442|406807	amfra|ube2na
GO:0000226	microtubule cytoskeleton organization	biological_process	7955	direct	10	323197|405851|553300|559032|569539|791894|795310|100002194|100003801|100331958	racgap1|spast|dchs1b|map1b|fignl1|aurkb|cetn4|kifbp|ccsapb|ttc28
