go_id	go_term	go_domain	size	genes
GO:0000041	transition metal ion transport	biological_process	24	bfd|bfr|entF|exbB|exbD|fecA|fecB|fecC|fecE|fecR|feoA|feoB|fepA|fepB|fepC|fepD|fepE|fepG|fes|fhuD|fhuE|fiu|ftnA|ftnB
GO:0000064	L-ornithine transmembrane transporter activity	molecular_function	2	adiC|potE
GO:0000096	sulfur amino acid metabolic process	biological_process	18	asd|cbl|cysB|cysE|cysK|cysM|fliY|metA|metB|metC|metE|metH|metJ|metL|metR|mmuM|mmuP|thrA
GO:0000097	sulfur amino acid biosynthetic process	biological_process	18	asd|cbl|cysB|cysE|cysK|cysM|fliY|metA|metB|metC|metE|metH|metJ|metL|metR|mmuM|mmuP|thrA
GO:0000101	sulfur amino acid transport	biological_process	1	fliY
GO:0000105	histidine biosynthetic process	biological_process	12	hisA|hisB|hisC|hisD|hisF|hisG|hisH|hisI|hisJ|hisL|hisP|purR
GO:0000162	tryptophan biosynthetic process	biological_process	11	aroH|mtr|tnaB|trpA|trpB|trpC|trpD|trpE|trpL|trpR|wrbA
GO:0000255	allantoin metabolic process	biological_process	7	allA|allB|allC|allD|gcl|glxK|glxR
GO:0000256	allantoin catabolic process	biological_process	7	allA|allB|allC|allD|gcl|glxK|glxR
GO:0000270	peptidoglycan metabolic process	biological_process	51	amiA|amiB|amiC|ampC|ampD|ampG|cycA|dacB|ddlA|ddlB|emtA|ftsI|glmM|glmS|glmU|hipA|hipB|ldcA|lpp|mepA|mipA|mltA|mltB|mltC|mpl|mppA|mraY|mrcA|mrcB|mrdA|mreC|mreD|mtgA|murA|murB|murC|murD|murE|murF|murG|murI|nagZ|oppA|oppB|oppC|oppD|oppF|pbpC|pbpG|prc|slt
GO:0000271	polysaccharide biosynthetic process	biological_process	66	asmA|cpsB|cpsG|galE|galK|galT|galU|glf|glgA|glgB|glgC|glgP|glgS|glgX|glmM|glmS|glmU|gmd|kdsA|kdsB|lpxK|manA|mlc|opgB|opgC|opgG|rcsA|rcsB|rcsC|rcsF|rfbA|rfbB|rfbC|rfbD|rffG|rffH|ugd|waaA|wbbH|wbbJ|wcaA|wcaB|wcaC|wcaE|wcaF|wcaG|wcaH|wcaI|wcaJ|wcaK|wcaL|wcaM|wecA|wecB|wecC|wecE|wecG|wza|wzb|wzc|wzxB|wzyE|wzzB|wzzE|yaiP|yibB
GO:0000272	polysaccharide catabolic process	biological_process	9	amyA|bcsZ|frvX|malP|malQ|malS|malZ|ybhC|ycjM
GO:0000287	magnesium ion binding	molecular_function	1	rfbA
GO:0001101	response to acid chemical	biological_process	10	cpsB|cpsG|galE|galK|galT|galU|gmd|manA|ugd|wcaG
