go_id	go_name	go_domain	tax_id	annotation_type	size	gene_ids	gene_symbols
GO:0000006	high-affinity zinc transmembrane transporter activity	molecular_function	511145	direct	1	946372	znuB
GO:0000014	single-stranded DNA endodeoxyribonuclease activity	molecular_function	511145	direct	3	944913|945049|949076	rayT|sbcD|sbcC
GO:0000015	phosphopyruvate hydratase complex	cellular_component	511145	direct	1	945032	eno
GO:0000018	regulation of DNA recombination	biological_process	511145	direct	4	947206|947299|948585|948691	mutS|mutH|rdgC|mutL
GO:0000025	maltose catabolic process	biological_process	511145	direct	1	947923	malQ
GO:0000027	ribosomal large subunit assembly	biological_process	511145	direct	28	945152|945190|945618|945657|946318|946941|946983|947055|947087|947096|947153|947674|947688|947689|947694|947784|947797|947800|947803|947806|947807|947810|947817|947819|947820|948369|948483|948484	rplT|rpmA|rplY|rpmF|rpmG|rpmB|der|srmB|rluD|rplS|dbpA|deaD|yhbY|rlmE|obgE|rplQ|rpmD|rplE|rplF|rplP|rpmC|rplX|rplC|rplW|rplB|bipA|rplA|rplK
GO:0000028	ribosomal small subunit assembly	biological_process	511145	direct	19	944759|944939|945536|947036|947101|947103|947577|947680|947686|947688|947793|947795|947801|947802|947808|947814|947846|947874|948674	rpsT|rsmA|rpsA|era|rimM|rpsP|rpsU|rimP|rpsO|yhbY|rpsD|rpsE|rpsN|rpsH|rpsQ|rpsC|rpsG|rpsB|rsgA
GO:0000035	acyl binding	molecular_function	511145	direct	1	944805	acpP
GO:0000036	acyl carrier activity	molecular_function	511145	direct	1	944805	acpP
GO:0000049	tRNA binding	molecular_function	511145	direct	16	945063|945458|946053|946249|946793|947143|947687|947783|947801|947806|947911|948080|948103|948689|949112|1450289	yajQ|dusC|tmcA|rlmN|truA|trmA|truB|tsaC|rpsN|rplP|yhgF|glyS|selB|hfq|trmO|arfA
GO:0000096	sulfur amino acid metabolic process	biological_process	511145	direct	1	947275	csdA
GO:0000099	sulfur amino acid transmembrane transporter activity	molecular_function	511145	direct	2	946238|948445	tcyP|yijE
GO:0000100	S-methylmethionine transmembrane transporter activity	molecular_function	511145	direct	1	946284	mmuP
GO:0000101	sulfur amino acid transport	biological_process	511145	direct	2	946238|948445	tcyP|yijE
GO:0000102	L-methionine secondary active transmembrane transporter activity	molecular_function	511145	direct	1	948656	yjeH
GO:0000103	sulfate assimilation	biological_process	511145	direct	6	946875|947217|947219|947231|947239|948728	cysZ|cysD|cysN|cysI|cysJ|cysQ
GO:0000104	succinate dehydrogenase activity	molecular_function	511145	direct	1	945402	sdhA
GO:0000105	L-histidine biosynthetic process	biological_process	511145	direct	7	946515|946516|946521|946531|946544|946549|946551	hisI|hisF|hisA|hisD|hisH|hisG|hisC
GO:0000107	imidazoleglycerol-phosphate synthase activity	molecular_function	511145	direct	2	946516|946544	hisF|hisH
GO:0000150	DNA strand exchange activity	molecular_function	511145	direct	1	945721	pinE
GO:0000154	rRNA modification	biological_process	511145	direct	1	945993	rlhA
GO:0000155	phosphorelay sensor kinase activity	molecular_function	511145	direct	20	945044|945595|945788|945978|946326|946401|946611|946744|946844|946948|947013|947255|947272|947887|948195|948405|948609|948632|948639|949011	phoR|torS|narX|cusS|phoQ|cheA|baeS|kdpD|evgS|narQ|glrK|barA|envZ|arcB|uhpB|cpxA|creC|basS|dcuS|atoS
GO:0000156	phosphorelay response regulator activity	molecular_function	511145	direct	11	946182|946393|946394|946424|947008|947042|947913|948404|948505|948631|948874	torR|cheY|cheB|uvrY|dpiA|glrR|ompR|cpxR|zraR|basR|arcA
