go_id	go_name	go_domain	tax_id	annotation_type	size	gene_ids	gene_symbols
GO:0000023	maltose metabolic process	biological_process	220664	direct	2	3477944|3479664	PFL_RS14540|PFL_RS26745
GO:0000030	mannosyltransferase activity	molecular_function	220664	direct	2	3475940|3478580	PFL_RS15405|PFL_RS22635
GO:0000036	ACP phosphopantetheine attachment site binding involved in fatty acid biosynthetic process	molecular_function	220664	direct	4	3478350|3480190|3481068|3481069	PFL_RS09045|PFL_RS29490|PFL_RS02425|PFL_RS02430
GO:0000103	sulfate assimilation	biological_process	220664	direct	3	3475463|3475464|3479874	PFL_RS04750|PFL_RS04755|PFL_RS27790
GO:0000104	succinate dehydrogenase activity	molecular_function	220664	direct	4	3478174|3478175|3478176|3478177	PFL_RS08635|PFL_RS08640|sdhA|sdhB
GO:0000105	histidine biosynthetic process	biological_process	220664	direct	13	3475456|3475457|3475458|3477747|3478434|3480551|3480952|3480953|3480955|3480956|3481014|3481015|3481161	hisG|PFL_RS04720|PFL_RS04725|PFL_RS20280|PFL_RS21885|PFL_RS31325|PFL_RS01845|hisH|PFL_RS01860|PFL_RS01865|PFL_RS02155|hisI|hisZ
GO:0000107	imidazoleglycerol-phosphate synthase activity	molecular_function	220664	direct	2	3480953|3480956	hisH|PFL_RS01865
GO:0000154	rRNA modification	biological_process	220664	direct	5	3478566|3480024|3480620|3481167|3481418	PFL_RS22565|PFL_RS28640|PFL_RS00105|PFL_RS02930|PFL_RS04245
GO:0000155	phosphorelay sensor kinase activity	molecular_function	220664	direct	80	3475356|3475471|3475551|3475553|3475611|3475710|3475790|3475957|3475982|3476075|3476224|3476226|3476255|3476337|3476338|3476358|3476461|3476499|3476566|3476592|3476918|3476943|3476966|3477143|3477158|3477219|3477236|3477322|3477365|3477369|3477769|3477810|3477866|3477868|3477871|3478084|3478106|3478108|3478213|3478305|3478418|3478532|3478568|3478570|3478588|3478593|3478609|3478685|3478734|3478819|3478827|3478907|3478911|3479058|3479162|3479188|3479213|3479246|3479286|3479298|3479330|3479406|3479461|3479516|3479601|3479669|3479818|3480016|3480084|3480195|3480479|3480610|3480689|3480794|3480870|3480894|3480969|3481219|3481253|3481276	PFL_RS17865|PFL_RS04495|PFL_RS18355|PFL_RS18365|PFL_RS18070|PFL_RS05600|PFL_RS07280|PFL_RS08825|PFL_RS15910|PFL_RS15100|PFL_RS19425|PFL_RS19435|PFL_RS19585|PFL_RS16790|PFL_RS16795|PFL_RS20600|PFL_RS12980|PFL_RS08020|PFL_RS13320|PFL_RS13450|PFL_RS21210|PFL_RS21335|PFL_RS18660|PFL_RS11240|PFL_RS13695|PFL_RS08240|PFL_RS10935|PFL_RS14935|PFL_RS21510|PFL_RS21530|PFL_RS20385|PFL_RS16495|PFL_RS16385|PFL_RS16395|PFL_RS16410|PFL_RS09910|PFL_RS16125|PFL_RS16135|PFL_RS12700|PFL_RS19930|PFL_RS21795|PFL_RS22395|PFL_RS22575|PFL_RS22585|PFL_RS22675|PFL_RS22700|PFL_RS22780|PFL_RS23175|PFL_RS23415|PFL_RS11130|PFL_RS11165|PFL_RS05720|PFL_RS05740|PFL_RS08755|PFL_RS24180|PFL_RS24315|PFL_RS24440|PFL_RS24605|PFL_RS24805|PFL_RS24865|PFL_RS25030|PFL_RS25430|PFL_RS25695|PFL_RS25970|PFL_RS26405|PFL_RS26770|PFL_RS27515|PFL_RS28600|PFL_RS28950|PFL_RS29515|PFL_RS30965|PFL_RS00055|PFL_RS00460|PFL_RS01040|PFL_RS01425|PFL_RS01545|PFL_RS01930|PFL_RS03190|PFL_RS03375|PFL_RS03490
GO:0000156	phosphorelay response regulator activity	molecular_function	220664	direct	116	3475356|3475381|3475472|3475551|3475552|3475553|3475554|3475611|3475710|3475711|3475712|3475789|3475958|3475981|3476075|3476077|3476225|3476226|3476254|3476334|3476335|3476338|3476358|3476462|3476565|3476593|3476919|3476944|3476966|3477078|3477083|3477136|3477143|3477158|3477220|3477228|3477237|3477254|3477322|3477323|3477324|3477325|3477364|3477365|3477369|3477408|3477415|3477601|3477604|3477770|3477811|3477866|3477867|3477868|3477871|3477872|3478085|3478092|3478106|3478107|3478108|3478109|3478213|3478305|3478417|3478532|3478569|3478570|3478589|3478594|3478601|3478610|3478684|3478735|3478819|3478820|3478828|3478911|3478913|3479058|3479129|3479214|3479247|3479263|3479287|3479299|3479306|3479330|3479331|3479407|3479460|3479515|3479622|3479701|3479818|3480015|3480073|3480085|3480151|3480195|3480198|3480199|3480374|3480478|3480484|3480608|3480690|3480780|3480793|3480869|3480893|3480968|3481253|3481264|3481279|3481289	PFL_RS17865|PFL_RS17995|PFL_RS04500|PFL_RS18355|PFL_RS18360|PFL_RS18365|PFL_RS18370|PFL_RS18070|PFL_RS05600|PFL_RS05605|PFL_RS05610|PFL_RS07275|PFL_RS08830|PFL_RS15905|PFL_RS15100|PFL_RS15110|PFL_RS19430|PFL_RS19435|PFL_RS19580|PFL_RS16775|PFL_RS16780|PFL_RS16795|PFL_RS20600|PFL_RS12985|PFL_RS13315|PFL_RS13455|PFL_RS21215|PFL_RS21340|PFL_RS18660|PFL_RS12380|PFL_RS12405|PFL_RS13685|PFL_RS11240|PFL_RS13695|PFL_RS08245|PFL_RS08285|PFL_RS10940|PFL_RS08030|PFL_RS14935|PFL_RS14940|PFL_RS14945|PFL_RS14950|PFL_RS21505|PFL_RS21510|PFL_RS21530|PFL_RS21735|PFL_RS06275|PFL_RS08405|PFL_RS08420|PFL_RS20390|PFL_RS16500|PFL_RS16385|PFL_RS16390|PFL_RS16395|PFL_RS16410|PFL_RS16415|PFL_RS09915|PFL_RS09950|PFL_RS16125|PFL_RS16130|PFL_RS16135|PFL_RS16140|PFL_RS12700|PFL_RS19930|PFL_RS21790|PFL_RS22395|PFL_RS22580|PFL_RS22585|PFL_RS22680|PFL_RS22705|PFL_RS22740|PFL_RS22785|PFL_RS23170|PFL_RS23420|PFL_RS11130|PFL_RS11135|PFL_RS11170|PFL_RS05740|PFL_RS05750|PFL_RS08755|PFL_RS23985|PFL_RS24445|PFL_RS24610|PFL_RS24690|PFL_RS24810|PFL_RS24870|PFL_RS24905|PFL_RS25030|PFL_RS25035|PFL_RS25435|PFL_RS25690|PFL_RS25965|PFL_RS26510|PFL_RS26955|PFL_RS27515|PFL_RS28595|PFL_RS28895|PFL_RS28955|PFL_RS29290|PFL_RS29515|PFL_RS29530|PFL_RS29535|PFL_RS30430|PFL_RS30960|PFL_RS30990|PFL_RS00040|PFL_RS00465|PFL_RS00970|PFL_RS01035|PFL_RS01420|PFL_RS01540|glnG|PFL_RS03375|PFL_RS03430|PFL_RS03505|PFL_RS03555
