go_id	go_term	go_domain	size	genes
GO:0000023	maltose metabolic process	biological_process	1	1168722
GO:0000104	succinate dehydrogenase activity	molecular_function	2	1168275|1172176
GO:0000105	histidine biosynthetic process	biological_process	2	1169814|1169819
GO:0000154	rRNA modification	biological_process	1	1169024
GO:0000155	phosphorelay sensor kinase activity	molecular_function	40	1167959|1168229|1168412|1168445|1168487|1168706|1168824|1169056|1169236|1169365|1169705|1169849|1169886|1169929|1170250|1170251|1170252|1170441|1170520|1170580|1170856|1170923|1170992|1171133|1171261|1171344|1171534|1171613|1171630|1171765|1171779|1171989|1172024|1172042|1172073|1172083|1172205|1172219|1172230|1172296
GO:0000156	phosphorelay response regulator activity	molecular_function	44	1168228|1168414|1168440|1168445|1168488|1168706|1168707|1169056|1169235|1169364|1169628|1169848|1169862|1169870|1169930|1170087|1170140|1170245|1170246|1170247|1170248|1170251|1170254|1170349|1170441|1170521|1170827|1170890|1170922|1170991|1171133|1171345|1171630|1171631|1171766|1171778|1171990|1172025|1172042|1172082|1172206|1172218|1172229|1172297
GO:0000160	phosphorelay signal transduction system	biological_process	75	1167959|1168228|1168229|1168414|1168440|1168445|1168487|1168488|1168706|1168707|1168824|1169056|1169235|1169236|1169364|1169365|1169628|1169705|1169848|1169849|1169862|1169870|1169886|1169929|1169930|1170087|1170140|1170245|1170246|1170247|1170248|1170250|1170251|1170252|1170254|1170349|1170441|1170520|1170521|1170580|1170827|1170856|1170890|1170922|1170923|1170991|1170992|1171133|1171261|1171344|1171345|1171534|1171613|1171630|1171631|1171765|1171766|1171778|1171779|1171989|1171990|1172024|1172025|1172042|1172073|1172082|1172083|1172205|1172206|1172218|1172219|1172229|1172230|1172296|1172297
GO:0000162	tryptophan biosynthetic process	biological_process	4	1170706|1170707|1170708|1170709
GO:0000270	peptidoglycan metabolic process	biological_process	1	1168299
GO:0000271	polysaccharide biosynthetic process	biological_process	15	1170189|1170865|1170866|1170874|1170875|1170879|1170882|1170886|1170964|1171784|1171975|1172261|1172263|1172264|1172270
GO:0000286	alanine dehydrogenase activity	molecular_function	1	1170029
GO:0000774	adenyl-nucleotide exchange factor activity	molecular_function	1	1169333
GO:0000906	6,7-dimethyl-8-ribityllumazine synthase activity	molecular_function	1	1171142
GO:0000910	cytokinesis	biological_process	15	1168759|1170031|1170281|1170482|1170897|1171819|1171821|1171824|1171830|1172331|1172332|1172518|1172519|1172602|1172626
GO:0000917	barrier septum assembly	biological_process	1	1171709
GO:0001510	RNA methylation	biological_process	9	1167928|1168823|1169378|1169952|1169991|1170760|1171132|1171572|1172119
GO:0001539	cilium or flagellum-dependent cell motility	biological_process	25	1168027|1170904|1170905|1170907|1170908|1170909|1170910|1170914|1170915|1170918|1170919|1170920|1170921|1170922|1170923|1170924|1170925|1170928|1170929|1170930|1170931|1170936|1170941|1170942|1170946
