go_id	go_term	go_domain	size	genes
GO:0000002	mitochondrial genome maintenance	biological_process	1	2871012
GO:0000003	reproduction	biological_process	1	2872848
GO:0000009	alpha-1,6-mannosyltransferase activity	molecular_function	1	2870576
GO:0000030	mannosyltransferase activity	molecular_function	4	2869186|2870213|2870576|2875866
GO:0000041	transition metal ion transport	biological_process	4	2870547|2870847|2873237|2874424
GO:0000042	protein targeting to Golgi	biological_process	1	2875188
GO:0000045	autophagic vacuole assembly	biological_process	1	2875179
GO:0000049	tRNA binding	molecular_function	3	2869795|2873245|2875839
GO:0000062	fatty-acyl-CoA binding	molecular_function	2	2870819|2876840
GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	biological_process	6	2869517|2872785|2873178|2875348|2875644|3684099
GO:0000096	sulfur amino acid metabolic process	biological_process	11	2870116|2872591|2872818|2873014|2873802|2873830|2874359|2874691|2875182|2876496|2877038
GO:0000097	sulfur amino acid biosynthetic process	biological_process	3	2872591|2872818|2873014
GO:0000098	sulfur amino acid catabolic process	biological_process	1	2873830
GO:0000103	sulfate assimilation	biological_process	1	2875076
GO:0000104	succinate dehydrogenase activity	molecular_function	3	2874150|2875387|2875591
GO:0000105	histidine biosynthetic process	biological_process	6	2870129|2873173|2874469|2875284|2876497|2876573
GO:0000123	histone acetyltransferase complex	cellular_component	12	2868963|2869223|2870687|2872244|2872696|2873945|2875930|2876068|2876214|2876440|2876572|2876778
GO:0000124	SAGA complex	cellular_component	9	2868963|2869223|2872696|2873945|2875930|2876068|2876214|2876440|2876572
GO:0000139	Golgi membrane	cellular_component	4	2873631|2876481|2876858|2877004
GO:0000145	exocyst	cellular_component	3	2870241|2870804|2874877
GO:0000149	SNARE binding	molecular_function	1	2873275
GO:0000151	ubiquitin ligase complex	cellular_component	7	2869001|2870617|2870899|2871423|2873997|2874756|2876683
GO:0000152	nuclear ubiquitin ligase complex	cellular_component	4	2869001|2871423|2873997|2876683
GO:0000154	rRNA modification	biological_process	1	2873813
GO:0000162	tryptophan biosynthetic process	biological_process	1	2873113
GO:0000166	nucleotide binding	molecular_function	541	2867784|2867812|2867815|2867825|2867833|2867861|2867883|2867937|2867972|2868017|2868019|2868023|2868038|2868055|2868071|2868077|2868086|2868184|2868188|2868196|2868203|2868208|2868217|2868223|2868258|2868267|2868268|2868270|2868312|2868316|2868329|2868335|2868360|2868363|2868375|2868391|2868397|2868412|2868418|2868482|2868506|2868576|2868617|2868625|2868674|2868688|2868717|2868747|2868752|2868759|2868806|2868904|2868922|2868977|2868982|2868993|2869006|2869010|2869021|2869032|2869038|2869043|2869097|2869130|2869131|2869163|2869169|2869170|2869195|2869213|2869220|2869227|2869275|2869280|2869298|2869316|2869333|2869383|2869402|2869406|2869448|2869480|2869488|2869518|2869548|2869550|2869562|2869570|2869574|2869605|2869659|2869664|2869681|2869696|2869750|2869763|2869784|2869795|2869880|2869884|2869905|2869922|2869945|2869959|2869960|2869961|2869962|2869968|2869979|2869988|2869997|2870020|2870038|2870046|2870055|2870056|2870077|2870080|2870109|2870114|2870136|2870159|2870189|2870198|2870217|2870231|2870233|2870236|2870248|2870266|2870277|2870289|2870308|2870345|2870349|2870362|2870372|2870418|2870427|2870465|2870469|2870479|2870485|2870490|2870518|2870577|2870579|2870604|2870614|2870641|2870648|2870655|2870676|2870680|2870682|2870683|2870746|2870747|2870751|2870765|2870781|2870798|2870862|2870868|2870874|2870912|2870917|2870977|2870997|2871020|2871021|2871027|2871036|2871037|2871044|2871084|2871094|2871108|2871115|2871118|2871121|2871123|2871129|2871132|2871142|2871154|2871165|2871188|2871194|2871227|2871229|2871230|2871266|2871268|2871271|2871292|2871293|2871335|2871357|2871412|2871461|2871486|2871504|2871521|2871548|2871559|2871561|2871570|2871572|2871576|2871619|2871708|2871773|2871792|2871811|2871817|2871824|2871826|2871843|2871856|2871881|2871909|2871913|2871920|2871937|2871952|2871970|2872032|2872035|2872070|2872081|2872082|2872115|2872127|2872144|2872161|2872164|2872173|2872185|2872195|2872214|2872263|2872307|2872312|2872336|2872358|2872396|2872460|2872486|2872507|2872518|2872520|2872540|2872547|2872549|2872552|2872579|2872580|2872586|2872591|2872600|2872618|2872650|2872664|2872686|2872703|2872706|2872752|2872754|2872764|2872778|2872802|2872825|2872829|2872882|2872889|2872891|2872922|2872928|2872949|2872958|2872969|2872977|2873009|2873020|2873038|2873049|2873112|2873126|2873137|2873172|2873204|2873205|2873214|2873228|2873236|2873245|2873256|2873263|2873286|2873289|2873303|2873304|2873321|2873324|2873349|2873369|2873376|2873377|2873384|2873389|2873423|2873428|2873454|2873457|2873502|2873508|2873509|2873526|2873586|2873610|2873635|2873639|2873652|2873654|2873681|2873689|2873711|2873741|2873785|2873800|2873863|2873878|2873909|2873944|2873963|2873978|2873987|2873988|2874011|2874060|2874063|2874064|2874079|2874104|2874142|2874150|2874156|2874173|2874181|2874217|2874221|2874222|2874229|2874328|2874338|2874382|2874390|2874392|2874401|2874444|2874462|2874469|2874490|2874497|2874507|2874521|2874530|2874531|2874554|2874579|2874621|2874631|2874647|2874660|2874692|2874698|2874713|2874753|2874756|2874790|2874797|2874828|2874840|2874846|2874876|2874922|2874942|2874957|2874968|2875008|2875009|2875024|2875042|2875060|2875076|2875093|2875142|2875166|2875177|2875191|2875193|2875220|2875239|2875244|2875256|2875263|2875269|2875323|2875329|2875354|2875369|2875429|2875452|2875486|2875489|2875508|2875515|2875521|2875533|2875534|2875545|2875555|2875556|2875581|2875584|2875602|2875609|2875649|2875650|2875655|2875661|2875669|2875677|2875695|2875708|2875730|2875751|2875757|2875786|2875810|2875817|2875824|2875830|2875836|2875873|2875883|2875898|2875899|2875910|2875914|2875981|2875988|2876004|2876006|2876038|2876044|2876053|2876072|2876090|2876095|2876105|2876107|2876125|2876160|2876169|2876174|2876178|2876184|2876194|2876205|2876227|2876277|2876295|2876309|2876340|2876345|2876356|2876361|2876366|2876370|2876404|2876406|2876409|2876415|2876420|2876450|2876466|2876482|2876483|2876549|2876552|2876573|2876594|2876611|2876630|2876651|2876666|2876674|2876682|2876688|2876711|2876717|2876723|2876732|2876733|2876781|2876783|2876796|2876822|2876850|2876860|2876870|2876918|2876935|2876952|2876965|2876972|2876977|2876978|2876992|2876994|2877001|2877029|2877032|2877043|2877064|2877080|2877087|2877100|2877106|2877109|2877113|2877141|2877144|2877157|3684011|3684018|3684029|3684038|3684113
GO:0000170	sphingosine hydroxylase activity	molecular_function	1	2876695
GO:0000172	ribonuclease MRP complex	cellular_component	1	2875961
GO:0000178	exosome (RNase complex)	cellular_component	1	2872412
GO:0000179	rRNA (adenine-N6,N6-)-dimethyltransferase activity	molecular_function	1	2873813
GO:0000184	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	biological_process	1	2876420
GO:0000213	tRNA-intron endonuclease activity	molecular_function	1	2875967
GO:0000214	tRNA-intron endonuclease complex	cellular_component	1	2875967
GO:0000220	vacuolar proton-transporting V-type ATPase, V0 domain	cellular_component	1	2872881
GO:0000221	vacuolar proton-transporting V-type ATPase, V1 domain	cellular_component	1	2876989
GO:0000226	microtubule cytoskeleton organization	biological_process	8	2872409|2872759|2873132|2873777|2873820|2875923|2876802|2877177
GO:0000228	nuclear chromosome	cellular_component	3	2869516|2870177|2872122
GO:0000229	cytoplasmic chromosome	cellular_component	1	2871012
GO:0000244	spliceosomal tri-snRNP complex assembly	biological_process	1	2877039
GO:0000246	delta24(24-1) sterol reductase activity	molecular_function	1	2873817
GO:0000247	C-8 sterol isomerase activity	molecular_function	1	2876229
GO:0000250	lanosterol synthase activity	molecular_function	1	2869284
GO:0000253	3-keto sterol reductase activity	molecular_function	1	2871874
GO:0000254	C-4 methylsterol oxidase activity	molecular_function	3	2867867|2868144|2870165
GO:0000255	allantoin metabolic process	biological_process	2	2874234|2875261
GO:0000256	allantoin catabolic process	biological_process	2	2874234|2875261
GO:0000257	nitrilase activity	molecular_function	1	2873076
GO:0000262	mitochondrial chromosome	cellular_component	1	2871012
GO:0000266	mitochondrial fission	biological_process	1	2870791
GO:0000268	peroxisome targeting sequence binding	molecular_function	1	2872697
GO:0000270	peptidoglycan metabolic process	biological_process	5	2868129|2871301|2871367|2872922|2873881
GO:0000271	polysaccharide biosynthetic process	biological_process	5	2868373|2869281|2869288|2870939|2875452
GO:0000272	polysaccharide catabolic process	biological_process	9	2869902|2871506|2872903|2873768|2874351|2874575|2874587|2875535|2876792
GO:0000280	nuclear division	biological_process	5	2872759|2873913|2876736|2877177|3684028
GO:0000287	magnesium ion binding	molecular_function	20	2868482|2870125|2870518|2871129|2872081|2872142|2872618|2872754|2873173|2873423|2873508|2874146|2874434|2874809|2874957|2876171|2876570|2876666|2876688|2876781
GO:0000290	deadenylation-dependent decapping of nuclear-transcribed mRNA	biological_process	1	2869382
GO:0000295	adenine nucleotide transmembrane transporter activity	molecular_function	1	2873480
GO:0000301	retrograde transport, vesicle recycling within Golgi	biological_process	1	2875188
GO:0000310	xanthine phosphoribosyltransferase activity	molecular_function	1	2869971
GO:0000314	organellar small ribosomal subunit	cellular_component	1	2872230
GO:0000339	RNA cap binding	molecular_function	2	2870281|2870874
GO:0000347	THO complex	cellular_component	1	2870735
GO:0000372	Group I intron splicing	biological_process	1	2874942
GO:0000375	RNA splicing, via transesterification reactions	biological_process	7	2870091|2870255|2870281|2870874|2872070|2874942|2875883
GO:0000376	RNA splicing, via transesterification reactions with guanosine as nucleophile	biological_process	1	2874942
GO:0000377	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	biological_process	6	2870091|2870255|2870281|2870874|2872070|2875883
GO:0000379	tRNA-type intron splice site recognition and cleavage	biological_process	1	2875967
GO:0000387	spliceosomal snRNP assembly	biological_process	2	2875351|2877039
GO:0000394	RNA splicing, via endonucleolytic cleavage and ligation	biological_process	2	2875967|2877064
GO:0000398	mRNA splicing, via spliceosome	biological_process	6	2870091|2870255|2870281|2870874|2872070|2875883
GO:0000417	HIR complex	cellular_component	1	2873775
GO:0000428	DNA-directed RNA polymerase complex	cellular_component	2	2875396|2876587
GO:0000439	core TFIIH complex	cellular_component	4	2870093|2871859|2873708|2875918
GO:0000444	MIS12/MIND type complex	cellular_component	1	2874336
GO:0000445	THO complex part of transcription export complex	cellular_component	1	2870735
GO:0000702	oxidized base lesion DNA N-glycosylase activity	molecular_function	1	2870455
GO:0000723	telomere maintenance	biological_process	3	2868953|2870605|2871570
GO:0000724	double-strand break repair via homologous recombination	biological_process	1	2868321
GO:0000725	recombinational repair	biological_process	1	2868321
GO:0000737	DNA catabolic process, endonucleolytic	biological_process	1	2869213
GO:0000774	adenyl-nucleotide exchange factor activity	molecular_function	1	2871036
GO:0000775	chromosome, centromeric region	cellular_component	2	2877169|3684028
GO:0000776	kinetochore	cellular_component	1	2872630
GO:0000781	chromosome, telomeric region	cellular_component	1	2868953
