go_id	go_term	go_domain	size	genes
GO:0000028	ribosomal small subunit assembly	biological_process	1	403681
GO:0000045	autophagic vacuole assembly	biological_process	2	403774|483662
GO:0000060	protein import into nucleus, translocation	biological_process	4	403801|403922|403998|404018
GO:0000062	fatty-acyl-CoA binding	molecular_function	1	476115
GO:0000077	DNA damage checkpoint	biological_process	1	403856
GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	biological_process	1	449494
GO:0000082	G1/S transition of mitotic cell cycle	biological_process	2	449028|488523
GO:0000086	G2/M transition of mitotic cell cycle	biological_process	2	442936|486860
GO:0000122	negative regulation of transcription from RNA polymerase II promoter	biological_process	20	403424|403463|403547|403606|403653|403654|403663|403693|403869|403922|403980|403986|442859|449028|474647|477032|481756|483758|489766|490156
GO:0000139	Golgi membrane	cellular_component	18	403408|403500|403595|403774|403833|403865|403938|403980|404009|442991|475294|479794|481737|481875|487107|489265|493990|494008
GO:0000145	exocyst	cellular_component	2	403958|477771
GO:0000146	microfilament motor activity	molecular_function	2	403808|481280
GO:0000155	phosphorelay sensor kinase activity	molecular_function	1	403761
GO:0000160	phosphorelay signal transduction system	biological_process	1	403761
GO:0000165	MAPK cascade	biological_process	9	403924|403974|403980|403998|448787|483758|484789|491160|611939
GO:0000166	nucleotide binding	molecular_function	4	403423|403884|403892|442945
GO:0000178	exosome (RNase complex)	cellular_component	1	442983
GO:0000185	activation of MAPKKK activity	biological_process	1	403922
GO:0000187	activation of MAPK activity	biological_process	8	403438|403441|403587|403811|403911|403922|403974|611939
GO:0000188	inactivation of MAPK activity	biological_process	1	403980
GO:0000226	microtubule cytoskeleton organization	biological_process	1	403755
GO:0000228	nuclear chromosome	cellular_component	1	403568
GO:0000243	commitment complex	cellular_component	1	608109
GO:0000245	spliceosomal complex assembly	biological_process	1	474839
GO:0000276	mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)	cellular_component	1	804487
GO:0000287	magnesium ion binding	molecular_function	5	403832|431686|442945|490425|491160
GO:0000307	cyclin-dependent protein kinase holoenzyme complex	cellular_component	1	449028
GO:0000346	transcription export complex	cellular_component	1	474839
GO:0000387	spliceosomal snRNP assembly	biological_process	3	403896|403971|608109
GO:0000390	spliceosomal complex disassembly	biological_process	1	477530
GO:0000395	mRNA 5'-splice site recognition	biological_process	1	608109
GO:0000400	four-way junction DNA binding	molecular_function	1	483758
GO:0000403	Y-form DNA binding	molecular_function	1	483758
GO:0000578	embryonic axis specification	biological_process	1	477032
GO:0000724	double-strand break repair via homologous recombination	biological_process	1	403568
GO:0000733	DNA strand renaturation	biological_process	1	403869
GO:0000737	DNA catabolic process, endonucleolytic	biological_process	3	403413|442946|476804
GO:0000738	DNA catabolic process, exonucleolytic	biological_process	1	442943
GO:0000775	chromosome, centromeric region	cellular_component	1	442936
GO:0000776	kinetochore	cellular_component	1	403505
GO:0000777	condensed chromosome kinetochore	cellular_component	3	403505|403557|442936
GO:0000781	chromosome, telomeric region	cellular_component	1	403412
GO:0000785	chromatin	cellular_component	3	403686|403869|483758
GO:0000786	nucleosome	cellular_component	1	479849
GO:0000790	nuclear chromatin	cellular_component	4	403580|403588|403653|486079
GO:0000793	condensed chromosome	cellular_component	2	403170|403568
GO:0000794	condensed nuclear chromosome	cellular_component	1	403568
GO:0000800	lateral element	cellular_component	1	403568
GO:0000902	cell morphogenesis	biological_process	4	403441|403498|403856|403886
GO:0000910	cytokinesis	biological_process	3	403957|442936|481280
GO:0000922	spindle pole	cellular_component	3	403510|403856|477032
GO:0000930	gamma-tubulin complex	cellular_component	1	403695
GO:0000975	regulatory region DNA binding	molecular_function	1	442859
GO:0000976	transcription regulatory region sequence-specific DNA binding	molecular_function	1	442859
GO:0000977	RNA polymerase II regulatory region sequence-specific DNA binding	molecular_function	2	403463|403663
GO:0000978	RNA polymerase II core promoter proximal region sequence-specific DNA binding	molecular_function	4	403580|403653|403654|486079
GO:0000979	RNA polymerase II core promoter sequence-specific DNA binding	molecular_function	2	403463|403927
GO:0000980	RNA polymerase II distal enhancer sequence-specific DNA binding	molecular_function	2	403580|403653
GO:0000981	sequence-specific DNA binding RNA polymerase II transcription factor activity	molecular_function	2	403463|403869
GO:0000983	RNA polymerase II core promoter sequence-specific DNA binding transcription factor activity	molecular_function	1	403463
GO:0001012	RNA polymerase II regulatory region DNA binding	molecular_function	1	403606
GO:0001042	RNA polymerase I core binding	molecular_function	1	403883
GO:0001046	core promoter sequence-specific DNA binding	molecular_function	4	403464|403606|403869|403887
GO:0001076	RNA polymerase II transcription factor binding transcription factor activity	molecular_function	1	486079
GO:0001077	RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in positive regulation of transcription	molecular_function	3	403463|403464|403654
GO:0001078	RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in negative regulation of transcription	molecular_function	2	403654|490156
GO:0001102	RNA polymerase II activating transcription factor binding	molecular_function	2	403653|477032
GO:0001103	RNA polymerase II repressing transcription factor binding	molecular_function	1	403654
GO:0001105	RNA polymerase II transcription coactivator activity	molecular_function	1	403463
GO:0001106	RNA polymerase II transcription corepressor activity	molecular_function	1	403463
GO:0001158	enhancer sequence-specific DNA binding	molecular_function	3	403463|403464|449029
GO:0001190	RNA polymerase II transcription factor binding transcription factor activity involved in positive regulation of transcription	molecular_function	1	403654
GO:0001191	RNA polymerase II transcription factor binding transcription factor activity involved in negative regulation of transcription	molecular_function	1	403653
GO:0001227	RNA polymerase II transcription regulatory region sequence-specific DNA binding transcription factor activity involved in negative regulation of transcription	molecular_function	1	403663
GO:0001228	RNA polymerase II transcription regulatory region sequence-specific DNA binding transcription factor activity involved in positive regulation of transcription	molecular_function	1	403606
GO:0001306	age-dependent response to oxidative stress	biological_process	1	488558
GO:0001501	skeletal system development	biological_process	3	403464|403986|483155
GO:0001502	cartilage condensation	biological_process	2	403464|403856
GO:0001503	ossification	biological_process	2	403885|477270
GO:0001516	prostaglandin biosynthetic process	biological_process	4	403424|403508|403740|480698
GO:0001518	voltage-gated sodium channel complex	cellular_component	3	403485|477026|484584
GO:0001525	angiogenesis	biological_process	11	403656|403802|403856|403913|403964|403980|478908|481280|483155|491952|607616
GO:0001541	ovarian follicle development	biological_process	1	403811
GO:0001556	oocyte maturation	biological_process	1	609426
GO:0001568	blood vessel development	biological_process	2	474647|100856359
GO:0001569	patterning of blood vessels	biological_process	3	403424|477032|483900
GO:0001570	vasculogenesis	biological_process	6	403566|403653|403817|403964|403980|490936
GO:0001573	ganglioside metabolic process	biological_process	1	497068
GO:0001575	globoside metabolic process	biological_process	1	479794
GO:0001587	Gq/11-coupled serotonin receptor activity	molecular_function	1	450240
GO:0001601	peptide YY receptor activity	molecular_function	1	399518
GO:0001602	pancreatic polypeptide receptor activity	molecular_function	1	399518
GO:0001609	G-protein coupled adenosine receptor activity	molecular_function	4	403410|403805|403960|403961
GO:0001618	virus receptor activity	molecular_function	1	403913
