go_id	go_term	go_domain	size	genes
GO:0000018	regulation of DNA recombination	biological_process	5	IFNG|IL2|IL4|RAD51|TGFB1
GO:0000038	very long-chain fatty acid metabolic process	biological_process	1	PTPLA
GO:0000041	transition metal ion transport	biological_process	9	ATOX1|COX17|FTH1|FTL|GIF|SLC11A1|SLC39A7|TFRC|ZP3
GO:0000045	autophagic vacuole assembly	biological_process	2	CTSD|RAB1A
GO:0000060	protein import into nucleus, translocation	biological_process	4	IFNG|SEC61B|TGFB1|TNF
GO:0000062	fatty-acyl-CoA binding	molecular_function	1	DBI
GO:0000075	cell cycle checkpoint	biological_process	4	BIRC5|CCND1|MAPK14|TGFB1
GO:0000077	DNA damage checkpoint	biological_process	2	CCND1|MAPK14
GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	biological_process	4	CCNB3|CCND1|MEN1|PDGFB
GO:0000082	G1/S transition of mitotic cell cycle	biological_process	2	CCND1|USP37
GO:0000086	G2/M transition of mitotic cell cycle	biological_process	2	BIRC5|FBXL15
GO:0000122	negative regulation of transcription from RNA polymerase II promoter	biological_process	19	CAV1|CCND1|CTNNB1|EDN1|GFI1|HSF4|ID3|MDM2|MEN1|MSX2|NFKB1|PPARA|PPARD|PPARG|PROP1|PTH|T|TFAP2B|TNF
GO:0000123	histone acetyltransferase complex	cellular_component	1	ACTB
GO:0000139	Golgi membrane	cellular_component	21	B3GALT4|B3GAT1|B3GAT2|CAV1|CAV2|CLN3|EBAG9|FUT10|FUT8|FUT9|GAD2|GBGT1|LMAN2|PSEN1|RAB12|RAB1A|RAB2A|SLC35A2|SLC35A3|XYLT1|XYLT2
GO:0000145	exocyst	cellular_component	2	EXOC6|RAB10
GO:0000146	microfilament motor activity	molecular_function	2	MYH8|MYH9
GO:0000149	SNARE binding	molecular_function	2	STXBP2|VPS52
GO:0000151	ubiquitin ligase complex	cellular_component	4	BRCA1|COMMD1|FBXL15|RING1
GO:0000152	nuclear ubiquitin ligase complex	cellular_component	2	BRCA1|RING1
GO:0000155	phosphorelay sensor kinase activity	molecular_function	1	KCNH2
GO:0000160	phosphorelay signal transduction system	biological_process	1	KCNH2
GO:0000165	MAPK cascade	biological_process	12	CAV1|CCL3|CCR5|IL1B|MAP2K2|MAPK14|MEN1|MYC|NLK|SOX9|TGFB1|TNF
GO:0000166	nucleotide binding	molecular_function	94	ABCC1|ACTB|ACTR1A|ADCY5|ARHGAP35|ATP1A1|ATP2A2|ATP4A|CDC42|CFTR|CKB|CKM|CNGA1|CNGB3|DDX39B|DLD|DSTYK|DUOX1|ERBB2|FER|FMO1|FMO3|GALK1|GAPDH|GLUL|GNA11|GNAI2|GNAQ|GNAS|GNAT1|GUCY1A3|GUCY1B3|GUCY2D|HPRT1|HSP70|HSP90B1|HSPA4|KIT|MAP2K2|MAPK14|MET|MX1|MX2|MYH1|MYH2|MYH4|MYH7|MYH8|MYH9|NLK|NME1|NME2|NOS2|NOS3|PDE5A|PDE6G|PDGFRB|PEBP1|PFKM|PKLR|PRKACA|PRKCD|PRKDC|RAB10|RAB11A|RAB12|RAB13|RAB1A|RAB22A|RAB25|RAB27A|RAB2A|RAB4B|RAB5A|RAB5C|RAB7A|RAB8A|RAB9A|RAC1|RAD51|RAN|RAPGEF2|RBM47|RHOA|SIRT5|SRP54|SULT1A1|SYN1|TP53|TRIP13|TRPV1|TUBD1|TUBG1|YES1
GO:0000178	exosome (RNase complex)	cellular_component	1	AICDA
GO:0000185	activation of MAPKKK activity	biological_process	1	TNF
GO:0000187	activation of MAPK activity	biological_process	8	GHRL|HGF|IL1B|KIT|MAP2K2|MET|PDE6G|TNF
GO:0000188	inactivation of MAPK activity	biological_process	1	CAV1
GO:0000209	protein polyubiquitination	biological_process	1	BRCA1
GO:0000212	meiotic spindle organization	biological_process	1	ASPM
GO:0000217	DNA secondary structure binding	molecular_function	1	MEN1
GO:0000226	microtubule cytoskeleton organization	biological_process	8	ASPM|BIRC5|DAG1|GAPDH|RAB11A|RP1|SMN|TUBG1
GO:0000228	nuclear chromosome	cellular_component	1	RAD51
GO:0000243	commitment complex	cellular_component	1	SNRPC
GO:0000245	spliceosomal complex assembly	biological_process	1	DDX39B
GO:0000271	polysaccharide biosynthetic process	biological_process	1	AGL
GO:0000272	polysaccharide catabolic process	biological_process	1	AGL
GO:0000276	mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)	cellular_component	1	ATP8
GO:0000280	nuclear division	biological_process	8	ARHGEF2|ASPM|DYNLT3|RAD51|RAN|RPS3|TRIP13|USP37
GO:0000287	magnesium ion binding	molecular_function	5	ATP4A|HPRT1|NLK|PKLR|PTEN
GO:0000302	response to reactive oxygen species	biological_process	3	AQP1|CRYAA|SLC8A1
GO:0000307	cyclin-dependent protein kinase holoenzyme complex	cellular_component	1	CCND1
GO:0000323	lytic vacuole	cellular_component	27	ADORA3|ARSG|CD34|CLN5|CTSC|CTSD|CTSK|CTSS|CXCR4|FGFRL1|FUCA1|GALC|GALNS|GLB1|GUSB|KIT|NPC2|PLA2G15|RAB12|RAB27A|RAB7A|RAB9A|REN|SPACA3|STXBP2|TLR9|TPP1
GO:0000346	transcription export complex	cellular_component	1	DDX39B
GO:0000375	RNA splicing, via transesterification reactions	biological_process	1	DDX39B
GO:0000377	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	biological_process	1	DDX39B
GO:0000387	spliceosomal snRNP assembly	biological_process	3	CLNS1A|SMN|SNRPC
GO:0000390	spliceosomal complex disassembly	biological_process	1	TFIP11
GO:0000395	mRNA 5'-splice site recognition	biological_process	1	SNRPC
GO:0000398	mRNA splicing, via spliceosome	biological_process	1	DDX39B
GO:0000400	four-way junction DNA binding	molecular_function	1	MEN1
GO:0000403	Y-form DNA binding	molecular_function	1	MEN1
GO:0000502	proteasome complex	cellular_component	1	PSMB8
GO:0000578	embryonic axis specification	biological_process	1	CTNNB1
GO:0000702	oxidized base lesion DNA N-glycosylase activity	molecular_function	1	RPS3
GO:0000724	double-strand break repair via homologous recombination	biological_process	1	RAD51
GO:0000725	recombinational repair	biological_process	1	RAD51
GO:0000726	non-recombinational repair	biological_process	1	PRKDC
GO:0000733	DNA strand renaturation	biological_process	1	TP53
GO:0000737	DNA catabolic process, endonucleolytic	biological_process	3	CYCS|DNASE1|HMGA1
GO:0000775	chromosome, centromeric region	cellular_component	1	BIRC5
GO:0000776	kinetochore	cellular_component	3	BIRC5|DYNLT3|PPP1CC
GO:0000777	condensed chromosome kinetochore	cellular_component	3	BIRC5|DYNLT3|PPP1CC
GO:0000781	chromosome, telomeric region	cellular_component	1	TERT
GO:0000785	chromatin	cellular_component	9	ACTB|AR|CTNNB1|GATA4|HMGA1|HMGN2|MEN1|RING1|T
GO:0000786	nucleosome	cellular_component	1	TNP2
GO:0000790	nuclear chromatin	cellular_component	6	ACTB|AR|CTNNB1|GATA4|RING1|T
GO:0000791	euchromatin	cellular_component	1	CTNNB1
GO:0000792	heterochromatin	cellular_component	2	HMGA1|RING1
GO:0000793	condensed chromosome	cellular_component	1	RAD51
GO:0000794	condensed nuclear chromosome	cellular_component	1	RAD51
GO:0000800	lateral element	cellular_component	1	RAD51
GO:0000902	cell morphogenesis	biological_process	16	ARHGEF2|CDH1|CLDN3|CRYAA|CRYGB|CTNNB1|HEY1|HGF|HRH2|MAPK14|MET|MSX2|PAX8|PDPN|RAB25|SOX9
GO:0000904	cell morphogenesis involved in differentiation	biological_process	12	CDH1|CLDN3|CRYAA|CRYGB|CTNNB1|HEY1|HRH2|MET|MSX2|PAX8|RAB25|SOX9
GO:0000910	cytokinesis	biological_process	3	BIRC5|MYH9|RAB11A
GO:0000922	spindle pole	cellular_component	5	ASPM|CTNNB1|MAPK14|RAB11A|UMOD
GO:0000930	gamma-tubulin complex	cellular_component	1	TUBG1
GO:0000975	regulatory region DNA binding	molecular_function	20	ACTB|AR|CREM|CTNNB1|GATA4|GFI1|MEN1|MSX2|MYC|NFKB1|PAX8|PPARA|PPARG|SOX9|T|TBX19|TCF4|TFAP2B|TNF|TP53
GO:0000976	transcription regulatory region sequence-specific DNA binding	molecular_function	14	ACTB|CREM|GATA4|GFI1|MSX2|NFKB1|PAX8|PPARA|PPARG|SOX9|T|TBX19|TFAP2B|TP53
GO:0000977	RNA polymerase II regulatory region sequence-specific DNA binding	molecular_function	9	ACTB|GATA4|GFI1|MSX2|NFKB1|PAX8|PPARA|T|TFAP2B
GO:0000978	RNA polymerase II core promoter proximal region sequence-specific DNA binding	molecular_function	4	ACTB|GATA4|PPARA|T
GO:0000979	RNA polymerase II core promoter sequence-specific DNA binding	molecular_function	2	PAX8|TFAP2B
GO:0000980	RNA polymerase II distal enhancer sequence-specific DNA binding	molecular_function	3	ACTB|NFKB1|T
GO:0000981	sequence-specific DNA binding RNA polymerase II transcription factor activity	molecular_function	15	AR|GATA4|GFI1|MSX2|NFKB1|NR4A1|PPARA|PPARD|PPARG|PTH|RARA|SOX9|T|TFAP2B|TP53
GO:0000982	RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity	molecular_function	4	GFI1|PPARA|SOX9|TFAP2B
GO:0000983	RNA polymerase II core promoter sequence-specific DNA binding transcription factor activity	molecular_function	1	TFAP2B
GO:0000987	core promoter proximal region sequence-specific DNA binding	molecular_function	4	ACTB|GATA4|PPARA|T
GO:0000988	protein binding transcription factor activity	molecular_function	9	CCND1|CTNNB1|GATA4|HMGA1|MSX2|PPARA|PPARG|T|TFAP2B
GO:0000989	transcription factor binding transcription factor activity	molecular_function	9	CCND1|CTNNB1|GATA4|HMGA1|MSX2|PPARA|PPARG|T|TFAP2B
GO:0001012	RNA polymerase II regulatory region DNA binding	molecular_function	10	ACTB|GATA4|GFI1|MSX2|NFKB1|PAX8|PPARA|PPARG|T|TFAP2B
GO:0001042	RNA polymerase I core binding	molecular_function	1	ERBB2
GO:0001046	core promoter sequence-specific DNA binding	molecular_function	6	CREM|PAX8|PPARG|SOX9|TFAP2B|TP53
GO:0001047	core promoter binding	molecular_function	6	CREM|PAX8|PPARG|SOX9|TFAP2B|TP53
GO:0001067	regulatory region nucleic acid binding	molecular_function	20	ACTB|AR|CREM|CTNNB1|GATA4|GFI1|MEN1|MSX2|MYC|NFKB1|PAX8|PPARA|PPARG|SOX9|T|TBX19|TCF4|TFAP2B|TNF|TP53
GO:0001071	nucleic acid binding transcription factor activity	molecular_function	30	AR|CREM|CRX|CTNNB1|ESRRA|FOSB|FOXI3|GATA4|GFI1|HSF4|ID3|MSX2|MYC|NFKB1|NR4A1|PAX8|PGR|POU1F1|PPARA|PPARD|PPARG|PTH|RARA|SOX9|T|TBX19|TBX2|TBX4|TFAP2B|TP53
GO:0001076	RNA polymerase II transcription factor binding transcription factor activity	molecular_function	4	GATA4|PPARA|T|TFAP2B
GO:0001077	RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in positive regulation of transcription	molecular_function	3	PPARA|SOX9|TFAP2B
GO:0001078	RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in negative regulation of transcription	molecular_function	2	GFI1|PPARA
GO:0001085	RNA polymerase II transcription factor binding	molecular_function	3	CTNNB1|PPARA|T
GO:0001101	response to acid chemical	biological_process	7	AQP1|AQP2|CDH1|GATA4|PDGFB|PPARG|TNF
GO:0001102	RNA polymerase II activating transcription factor binding	molecular_function	2	CTNNB1|T
GO:0001103	RNA polymerase II repressing transcription factor binding	molecular_function	1	PPARA
GO:0001104	RNA polymerase II transcription cofactor activity	molecular_function	1	TFAP2B
GO:0001105	RNA polymerase II transcription coactivator activity	molecular_function	1	TFAP2B
GO:0001106	RNA polymerase II transcription corepressor activity	molecular_function	1	TFAP2B
GO:0001158	enhancer sequence-specific DNA binding	molecular_function	6	ACTB|NFKB1|SOX9|T|TBX19|TFAP2B
GO:0001159	core promoter proximal region DNA binding	molecular_function	4	ACTB|GATA4|PPARA|T
GO:0001190	RNA polymerase II transcription factor binding transcription factor activity involved in positive regulation of transcription	molecular_function	2	PPARA|TFAP2B
GO:0001191	RNA polymerase II transcription factor binding transcription factor activity involved in negative regulation of transcription	molecular_function	2	T|TFAP2B
GO:0001205	RNA polymerase II distal enhancer sequence-specific DNA binding transcription factor activity involved in positive regulation of transcription	molecular_function	1	NFKB1
GO:0001227	RNA polymerase II transcription regulatory region sequence-specific DNA binding transcription factor activity involved in negative regulation of transcription	molecular_function	4	GFI1|MSX2|NFKB1|PPARA
GO:0001228	RNA polymerase II transcription regulatory region sequence-specific DNA binding transcription factor activity involved in positive regulation of transcription	molecular_function	5	NFKB1|PPARA|PPARG|SOX9|TFAP2B
GO:0001306	age-dependent response to oxidative stress	biological_process	1	CLN8
GO:0001501	skeletal system development	biological_process	4	GJA5|PTH|SOX9|T
GO:0001502	cartilage condensation	biological_process	2	MAPK14|SOX9
GO:0001503	ossification	biological_process	3	BMP7|MMP9|TGFB1
GO:0001504	neurotransmitter uptake	biological_process	1	CLN8
GO:0001505	regulation of neurotransmitter levels	biological_process	6	CLN8|GAD1|GAD2|MAOA|SYN1|TH
GO:0001508	action potential	biological_process	3	GJA5|KCNA2|KCNJ2
GO:0001516	prostaglandin biosynthetic process	biological_process	4	EDN1|EDN2|PTGDS|PTGES
GO:0001518	voltage-gated sodium channel complex	cellular_component	3	SCN10A|SCN1B|SCN2B
GO:0001523	retinoid metabolic process	biological_process	1	RPE65
GO:0001525	angiogenesis	biological_process	11	AAMP|ACKR3|ANGPT1|ANGPT2|ANPEP|CAV1|CXCR3|GJA5|MAPK14|MYH9|VEGFA
GO:0001541	ovarian follicle development	biological_process	1	KIT
GO:0001556	oocyte maturation	biological_process	1	TRIP13
GO:0001558	regulation of cell growth	biological_process	7	CRYAA|ERBB2|GAL|MTPN|RAB11A|TGFB1|TP53
GO:0001562	response to protozoan	biological_process	1	IFNG
GO:0001568	blood vessel development	biological_process	3	AQP1|PROP1|RAPGEF2
GO:0001569	patterning of blood vessels	biological_process	3	CTNNB1|CXCR4|EDN1
GO:0001570	vasculogenesis	biological_process	7	ACKR3|ADM|CAV1|CTNNB1|GJC1|T|TNNI3
GO:0001573	ganglioside metabolic process	biological_process	1	CLN6
GO:0001575	globoside metabolic process	biological_process	1	CLN3
GO:0001578	microtubule bundle formation	biological_process	1	RP1
GO:0001587	Gq/11-coupled serotonin receptor activity	molecular_function	1	HTR2C
GO:0001601	peptide YY receptor activity	molecular_function	1	NPY1R
GO:0001602	pancreatic polypeptide receptor activity	molecular_function	1	NPY1R
GO:0001609	G-protein coupled adenosine receptor activity	molecular_function	4	ADORA1|ADORA2A|ADORA2B|ADORA3
GO:0001618	virus receptor activity	molecular_function	1	ANPEP
GO:0001637	G-protein coupled chemoattractant receptor activity	molecular_function	7	ACKR3|CCR3|CCR4|CCR5|CXCR2|CXCR3|CXCR4
GO:0001649	osteoblast differentiation	biological_process	3	CCL3|MSX2|MYOC
GO:0001653	peptide receptor activity	molecular_function	23	ACKR3|AVPR2|BDKRB1|C5AR1|CCKAR|CCKBR|CCR3|CCR4|CCR5|CXCR2|CXCR3|CXCR4|EDNRA|EDNRB|GPR83|HCRTR2|MC1R|NPY1R|NPY5R|SSTR1|SSTR2|TACR1|TACR2
GO:0001654	eye development	biological_process	4	CRYBA4|CRYBB2|CRYGC|HSF4
GO:0001655	urogenital system development	biological_process	1	PAX8
GO:0001656	metanephros development	biological_process	1	ID3
GO:0001657	ureteric bud development	biological_process	2	BDNF|BMP7
GO:0001658	branching involved in ureteric bud morphogenesis	biological_process	2	CTNNB1|PAX8
GO:0001659	temperature homeostasis	biological_process	4	DBH|EDN2|IL1A|IL1B
GO:0001660	fever generation	biological_process	2	IL1A|IL1B
