go_id	go_name	go_domain	tax_id	annotation_type	size	gene_ids	gene_symbols
GO:0000001	mitochondrion inheritance	biological_process	4896	inferred	1	2540159	dnm1
GO:0000002	mitochondrial genome maintenance	biological_process	4896	inferred	7	2539099|2540345|2541105|2541213|2542291|2542736|2543164	pog1|uve1|exo5|pfh1|pnu1|cce1|rad2
GO:0000006	high-affinity zinc transmembrane transporter activity	molecular_function	4896	inferred	1	2539655	zrt1
GO:0000009	alpha-1,6-mannosyltransferase activity	molecular_function	4896	inferred	1	2543147	och1
GO:0000012	single strand break repair	biological_process	4896	inferred	1	2542032	pnk1
GO:0000014	single-stranded DNA endodeoxyribonuclease activity	molecular_function	4896	inferred	3	2538760|2540148|2542291	rad16|dna2|pnu1
GO:0000018	regulation of DNA recombination	biological_process	4896	inferred	8	2539174|2540244|2540329|2540917|2540992|2541604|2541635|2541652	ada2|fbh1|atf1|skp1|crb2|mek1|rad50|sty1
GO:0000022	mitotic spindle elongation	biological_process	4896	inferred	15	2539497|2539505|2539700|2539778|2540223|2540361|2540582|2541455|2542004|2542489|2542732|2543360|2543372|2543382|2543399	alp14|dis1|klp6|klp9|gtb1|klp5|nda3|pcp1|nuf2|dam1|cut7|klp2|ase1|alp7|peg1
GO:0000023	maltose metabolic process	biological_process	4896	inferred	1	2543499	agl1
GO:0000025	maltose catabolic process	biological_process	4896	inferred	1	2543499	agl1
GO:0000026	alpha-1,2-mannosyltransferase activity	molecular_function	4896	inferred	1	2540706	omh1
GO:0000027	ribosomal large subunit assembly	biological_process	4896	inferred	20	2539126|2539389|2539413|2539893|2539913|2540087|2540268|2540469|2540659|2540888|2541126|2541297|2541668|2541855|2541944|2542112|2543438|2543503|2543548|2543549	tif6|SPOM_SPCC1827.05C|nsa2|nop16|mrt4|llp1|brx1|grn1|ppp1|erb1|nog1|nop52|has1|rlp24|mak16|spb1|SPOM_SPAC8F11.04|rpf1|rlp7|ytm1
GO:0000028	ribosomal small subunit assembly	biological_process	4896	inferred	1	2539085	rps2802
GO:0000030	mannosyltransferase activity	molecular_function	4896	inferred	7	2539685|2540706|2541418|2542768|2543147|2543252|2543657	anp1|omh1|ogm1|alg3|och1|mnn9|ogm2
GO:0000032	cell wall mannoprotein biosynthetic process	biological_process	4896	inferred	1	2543147	och1
