go_id	go_name	go_domain	tax_id	annotation_type	size	gene_ids	gene_symbols
GO:0000001	mitochondrion inheritance	biological_process	4896	direct	1	2540159	dnm1
GO:0000006	high-affinity zinc transmembrane transporter activity	molecular_function	4896	direct	1	2539655	zrt1
GO:0000009	alpha-1,6-mannosyltransferase activity	molecular_function	4896	direct	1	2543147	och1
GO:0000012	single strand break repair	biological_process	4896	direct	1	2542032	pnk1
GO:0000014	single-stranded DNA endodeoxyribonuclease activity	molecular_function	4896	direct	1	2542291	pnu1
GO:0000018	regulation of DNA recombination	biological_process	4896	direct	2	2540244|2540917	fbh1|skp1
GO:0000022	mitotic spindle elongation	biological_process	4896	direct	8	2539497|2539505|2539700|2539778|2540361|2540582|2543360|2543372	alp14|dis1|klp6|klp9|klp5|nda3|klp2|ase1
GO:0000025	maltose catabolic process	biological_process	4896	direct	1	2543499	agl1
GO:0000026	alpha-1,2-mannosyltransferase activity	molecular_function	4896	direct	1	2540706	omh1
GO:0000028	ribosomal small subunit assembly	biological_process	4896	direct	1	2539085	rps2802
GO:0000030	mannosyltransferase activity	molecular_function	4896	direct	3	2539685|2543147|2543252	anp1|och1|mnn9
GO:0000032	cell wall mannoprotein biosynthetic process	biological_process	4896	direct	1	2543147	och1
GO:0000034	adenine deaminase activity	molecular_function	4896	direct	1	2540066	dea2
GO:0000045	autophagosome assembly	biological_process	4896	direct	1	2542723	atg101
GO:0000049	tRNA binding	molecular_function	4896	direct	6	2539578|2540314|2541311|2541530|2541548|2542977	cca2|ctu1|los1|sla1|pop100|cca1
GO:0000070	mitotic sister chromatid segregation	biological_process	4896	direct	21	2538875|2539447|2539620|2539700|2539908|2540228|2540250|2540361|2540369|2540494|2540804|2541173|2542304|2542367|2542438|2542655|2542657|3361036|3361327|3361402|3361562	bir1|rad21|cnp3|klp6|msd1|wdr8|pic1|klp5|mis19|mis12|sim4|nbl1|mis6|fta2|nuc2|pkl1|mis4|ark1|mis17|sos7|csm1
GO:0000073	initial mitotic spindle pole body separation	biological_process	4896	direct	2	2542004|2542732	nuf2|cut7
