go_id	go_term	go_domain	size	genes
GO:0000001	mitochondrion inheritance	biological_process	29	850504|850686|850887|851085|851249|851359|851532|851558|851727|852825|853033|853146|853528|853856|854079|854153|854318|854504|854668|854748|854867|855094|855318|855412|855645|855771|856198|856249|856601
GO:0000002	mitochondrial genome maintenance	biological_process	39	850395|850507|850530|850654|850748|850780|851013|851069|851223|851329|851637|851649|851726|851845|851890|852461|852491|852654|853047|853053|853298|853332|853342|853582|853609|853858|854058|854153|854386|854941|855094|855251|855282|855348|855508|856232|856426|856520|856898
GO:0000006	high-affinity zinc uptake transmembrane transporter activity	molecular_function	1	852637
GO:0000007	low-affinity zinc ion transmembrane transporter activity	molecular_function	1	850821
GO:0000009	alpha-1,6-mannosyltransferase activity	molecular_function	8	851832|852845|853256|853538|854925|855764|856057|856675
GO:0000010	trans-hexaprenyltranstransferase activity	molecular_function	1	852288
GO:0000011	vacuole inheritance	biological_process	18	850296|850504|850732|851923|852106|852394|852785|853123|854201|854256|854504|854668|854876|855012|855418|855645|856382|856702
GO:0000014	single-stranded DNA endodeoxyribonuclease activity	molecular_function	7	852700|853174|853930|854878|856085|856569|856764
GO:0000015	phosphopyruvate hydratase complex	cellular_component	5	853169|854575|855373|855848|856579
GO:0000017	alpha-glucoside transport	biological_process	1	852601
GO:0000018	regulation of DNA recombination	biological_process	1	850935
GO:0000019	regulation of mitotic recombination	biological_process	4	854156|854663|855636|856918
GO:0000022	mitotic spindle elongation	biological_process	11	850328|851250|851495|852216|852249|853041|853551|853963|854223|856528|856648
GO:0000023	maltose metabolic process	biological_process	13	851350|852600|852601|852602|853204|853205|853207|853209|853214|853235|853625|854008|854635
GO:0000025	maltose catabolic process	biological_process	2	852602|853209
GO:0000026	alpha-1,2-mannosyltransferase activity	molecular_function	5	852094|852303|853253|854266|855679
GO:0000027	ribosomal large subunit assembly	biological_process	34	850435|850549|850652|850764|850796|850918|851052|851169|851632|851907|852026|852779|852976|853847|853860|853956|853969|853993|854075|854078|854229|854658|854829|854844|854902|855539|855908|855972|856217|856463|856485|856488|856604|856656
GO:0000028	ribosomal small subunit assembly	biological_process	14	850326|850397|850737|850864|851207|851589|852058|852337|853064|853128|853248|853700|854984|856415
GO:0000030	mannosyltransferase activity	molecular_function	23	850305|851210|851462|851464|852094|852289|852458|852498|852504|853113|853302|853470|853608|853935|854266|854499|854724|855502|855564|855703|856050|856054|856675
GO:0000031	mannosylphosphate transferase activity	molecular_function	1	856054
GO:0000032	cell wall mannoprotein biosynthetic process	biological_process	11	850707|851504|851832|852094|852277|853255|853302|853538|853935|856720|2732686
GO:0000033	alpha-1,3-mannosyltransferase activity	molecular_function	5	852196|852635|854801|855796|856718
GO:0000034	adenine deaminase activity	molecular_function	1	855581
GO:0000036	ACP phosphopantetheine attachment site binding involved in fatty acid biosynthetic process	molecular_function	1	853642
GO:0000038	very long-chain fatty acid metabolic process	biological_process	2	851547|852329
GO:0000040	low-affinity iron ion transmembrane transport	biological_process	1	855369
GO:0000042	protein targeting to Golgi	biological_process	3	851018|853453|854391
GO:0000045	autophagic vacuole assembly	biological_process	13	851142|851406|851686|851748|852200|852222|852372|852518|852695|853261|855479|855498|855741
GO:0000046	autophagic vacuole fusion	biological_process	2	852428|854273
GO:0000048	peptidyltransferase activity	molecular_function	1	855727
GO:0000049	tRNA binding	molecular_function	25	850522|851100|851326|851509|851529|851698|851877|852257|852661|852773|853029|853630|853996|854124|854135|854138|854279|854448|854513|855360|855603|856002|856160|856594|856746
GO:0000050	urea cycle	biological_process	1	855993
GO:0000054	ribosomal subunit export from nucleus	biological_process	10	851369|851665|852779|852782|853202|855275|855512|856012|856126|856604
GO:0000055	ribosomal large subunit export from nucleus	biological_process	27	850552|850625|850763|851240|851678|851963|852703|853133|853160|853385|853409|853499|853649|853808|853969|854265|854469|854658|854691|855066|855495|855789|855934|855957|856488|856575|856723
GO:0000056	ribosomal small subunit export from nucleus	biological_process	13	850414|852972|853385|853409|853445|853649|853714|854691|854747|855543|855837|855934|856758
GO:0000060	protein import into nucleus, translocation	biological_process	1	851259
GO:0000061	protein import into nucleus, substrate release	biological_process	1	851048
