go_id	go_name	go_domain	tax_id	annotation_type	size	gene_ids	gene_symbols
GO:0000002	mitochondrial genome maintenance	biological_process	9606	direct	7	1890|4358|4976|10000|55186|84275|92667	TYMP|MPV17|OPA1|AKT3|SLC25A36|SLC25A33|MGME1
GO:0000003	reproduction	biological_process	9606	direct	1	8510	MMP23B
GO:0000010	trans-hexaprenyltranstransferase activity	molecular_function	9606	direct	2	23590|57107	PDSS1|PDSS2
GO:0000012	single strand break repair	biological_process	9606	direct	6	3981|7141|23411|54840|55775|200558	LIG4|TNP1|SIRT1|APTX|TDP1|APLF
GO:0000014	single-stranded DNA endodeoxyribonuclease activity	molecular_function	9606	direct	6	2067|4361|5932|6419|10111|64421	ERCC1|MRE11|RBBP8|SETMAR|RAD50|DCLRE1C
GO:0000015	phosphopyruvate hydratase complex	cellular_component	9606	direct	1	2023	ENO1
GO:0000018	regulation of DNA recombination	biological_process	9606	direct	3	9984|10189|56916	THOC1|ALYREF|SMARCAD1
GO:0000019	regulation of mitotic recombination	biological_process	9606	direct	1	10111	RAD50
GO:0000026	alpha-1,2-mannosyltransferase activity	molecular_function	9606	direct	1	80235	PIGZ
GO:0000027	ribosomal large subunit assembly	biological_process	9606	direct	6	4839|6125|6135|23212|23246|29997	NOP2|RPL5|RPL11|RRS1|BOP1|NOP53
GO:0000028	ribosomal small subunit assembly	biological_process	9606	direct	3	6208|6223|26284	RPS14|RPS19|ERAL1
GO:0000030	mannosyltransferase activity	molecular_function	9606	direct	3	9488|55650|80235	PIGB|PIGV|PIGZ
GO:0000033	alpha-1,3-mannosyltransferase activity	molecular_function	9606	direct	3	10195|79053|85365	ALG3|ALG8|ALG2
GO:0000038	very long-chain fatty acid metabolic process	biological_process	9606	direct	10	30|51|225|5828|8529|10965|10998|23205|122970|641371	ACAA1|ACOX1|ABCD2|PEX2|CYP4F2|ACOT2|SLC27A5|ACSBG1|ACOT4|ACOT1
GO:0000045	autophagosome assembly	biological_process	9606	direct	23	5861|7879|9776|22863|23192|23241|23673|26100|29979|51715|55626|57535|58476|60673|79065|81671|83460|84557|84938|285180|285973|345611|440026	RAB1A|RAB7A|ATG13|ATG14|ATG4B|PACS2|STX12|WIPI2|UBQLN1|RAB23|AMBRA1|KIAA1324|TP53INP2|ATG101|ATG9A|VMP1|EMC6|MAP1LC3A|ATG4C|RUFY4|ATG9B|IRGM|TMEM41B
GO:0000048	peptidyltransferase activity	molecular_function	9606	direct	2	2678|2687	GGT1|GGT5
GO:0000049	tRNA binding	molecular_function	9606	direct	23	833|1915|3028|3508|6741|7015|8846|9255|10667|11260|23107|24138|26024|51067|51095|54931|80324|83939|91607|91801|93587|129450|221078	CARS|EEF1A1|HSD17B10|IGHMBP2|SSB|TERT|ALKBH1|AIMP1|FARS2|XPOT|MRPS27|IFIT5|PTCD1|YARS2|TRNT1|TRMT10C|PUS1|EIF2A|SLFN11|ALKBH8|TRMT10A|TYW5|NSUN6
GO:0000050	urea cycle	biological_process	9606	direct	2	445|5009	ASS1|OTC
GO:0000052	citrulline metabolic process	biological_process	9606	direct	3	445|23564|23576	ASS1|DDAH2|DDAH1
GO:0000053	argininosuccinate metabolic process	biological_process	9606	direct	1	445	ASS1
GO:0000054	ribosomal subunit export from nucleus	biological_process	9606	direct	1	7514	XPO1
GO:0000055	ribosomal large subunit export from nucleus	biological_process	9606	direct	3	5901|7514|51068	RAN|XPO1|NMD3
GO:0000056	ribosomal small subunit export from nucleus	biological_process	9606	direct	3	5901|6209|7514	RAN|RPS15|XPO1
GO:0000060	protein import into nucleus, translocation	biological_process	9606	direct	14	207|602|604|3458|4504|4985|5901|7040|7124|8644|10204|10952|11331|55696	AKT1|BCL3|BCL6|IFNG|MT3|OPRD1|RAN|TGFB1|TNF|AKR1C3|NUTF2|SEC61B|PHB2|RBM22
GO:0000062	fatty-acyl-CoA binding	molecular_function	9606	direct	4	6342|6646|8435|11332	SCP2|SOAT1|SOAT2|ACOT7
GO:0000064	L-ornithine transmembrane transporter activity	molecular_function	9606	direct	2	10166|83884	SLC25A15|SLC25A2
GO:0000070	mitotic sister chromatid segregation	biological_process	9606	direct	11	5347|5901|7756|9183|9700|10615|11130|51203|54617|84861|90417	PLK1|RAN|ZNF207|ZW10|ESPL1|SPAG5|ZWINT|NUSAP1|INO80|KLHL22|KNSTRN
GO:0000076	DNA replication checkpoint	biological_process	9606	direct	3	1763|54962|81620	DNA2|TIPIN|CDT1
GO:0000077	DNA damage checkpoint	biological_process	9606	direct	19	545|1111|1869|3014|3364|4683|5810|5883|5884|9575|25896|25988|29935|29980|51776|57646|63967|83695|261726	ATR|CHEK1|E2F1|H2AFX|HUS1|NBN|RAD1|RAD9A|RAD17|CLOCK|INTS7|HINFP|RPA4|DONSON|MAP3K20|USP28|CLSPN|RHNO1|TIPRL
GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	biological_process	9606	direct	6	641|1030|1031|1032|23560|56647	BLM|CDKN2B|CDKN2C|CDKN2D|GTPBP4|BCCIP
GO:0000082	G1/S transition of mitotic cell cycle	biological_process	9606	direct	26	90|91|595|1019|1026|1027|1029|1031|1032|1104|1263|1977|1978|3624|5426|6198|10769|11040|23133|25988|26524|51270|51379|57695|143384|245711	ACVR1|ACVR1B|CCND1|CDK4|CDKN1A|CDKN1B|CDKN2A|CDKN2C|CDKN2D|RCC1|PLK3|EIF4E|EIF4EBP1|INHBA|POLE|RPS6KB1|PLK2|PIM2|PHF8|HINFP|LATS2|TFDP3|CRLF3|USP37|CACUL1|SPDYA
GO:0000083	regulation of transcription involved in G1/S transition of mitotic cell cycle	biological_process	9606	direct	5	571|4863|8462|23476|25988	BACH1|NPAT|KLF11|BRD4|HINFP
GO:0000086	G2/M transition of mitotic cell cycle	biological_process	9606	direct	20	890|995|1026|1030|2305|5218|5243|5347|6873|7164|9024|9113|10083|10763|10776|11200|79176|79831|84930|219771	CCNA2|CDC25C|CDKN1A|CDKN2B|FOXM1|CDK14|ABCB1|PLK1|TAF2|TPD52L1|BRSK2|LATS1|USH1C|NES|ARPP19|CHEK2|FBXL15|KDM8|MASTL|CCNY
GO:0000095	S-adenosyl-L-methionine transmembrane transporter activity	molecular_function	9606	direct	1	115286	SLC25A26
GO:0000103	sulfate assimilation	biological_process	9606	direct	1	9061	PAPSS1
GO:0000104	succinate dehydrogenase activity	molecular_function	9606	direct	2	6389|6392	SDHA|SDHD
GO:0000109	nucleotide-excision repair complex	cellular_component	9606	direct	6	1161|2067|2072|2073|5424|7508	ERCC8|ERCC1|ERCC4|ERCC5|POLD1|XPC
GO:0000110	nucleotide-excision repair factor 1 complex	cellular_component	9606	direct	2	2067|2072	ERCC1|ERCC4
GO:0000117	regulation of transcription involved in G2/M transition of mitotic cell cycle	biological_process	9606	direct	1	571	BACH1
GO:0000118	histone deacetylase complex	cellular_component	9606	direct	15	2122|3094|6886|6907|7764|8819|8841|9611|9759|10013|51317|79718|79885|83933|116092	MECOM|HINT1|TAL1|TBL1X|ZNF217|SAP30|HDAC3|NCOR1|HDAC4|HDAC6|PHF21A|TBL1XR1|HDAC11|HDAC10|DNTTIP1
GO:0000122	negative regulation of transcription by RNA polymerase II	biological_process	9606	direct	360	93|165|166|322|356|367|429|430|463|467|571|595|604|639|648|650|652|708|811|1045|1263|1387|1390|1407|1408|1428|1482|1487|1602|1649|1655|1739|1745|1748|1788|1789|1822|1869|1876|1877|1906|1910|1991|2005|2019|2023|2033|2056|2063|2077|2099|2100|2114|2120|2146|2186|2203|2274|2305|2309|2444|2623|2627|2672|2736|2737|2874|2908|2909|3005|3009|3065|3066|3068|3087|3090|3146|3192|3204|3235|3280|3297|3394|3428|3429|3476|3516|3642|4017|4084|4088|4092|4100|4101|4149|4193|4194|4205|4208|4221|4261|4286|4335|4488|4591|4601|4602|4609|4782|4783|4784|4790|4799|4848|4929|5071|5138|5245|5347|5460|5463|5465|5468|5481|5629|5663|5716|5727|5741|5828|5970|5978|5987|6097|6134|6208|6239|6256|6299|6301|6304|6421|6497|6591|6615|6664|6668|6672|6721|6827|6829|6839|6879|6907|6909|6926|6929|6934|6935|6936|6943|6945|7020|7021|7025|7026|7050|7080|7124|7175|7189|7227|7291|7329|7421|7422|7430|7466|7490|7528|7538|7555|7593|7699|7703|7704|7707|7727|7728|7753|7755|7764|7767|7975|8091|8092|8187|8204|8409|8462|8535|8545|8553|8725|8841|8863|9093|9099|9208|9212|9314|9349|9421|9555|9572|9611|9612|9730|9734|9745|9759|9839|9925|10014|10127|10365|10370|10459|10468|10481|10507|10522|10524|10614|10664|10732|10795|10865|10915|10919|11060|11107|11218|11244|11278|11279|22849|22882|22890|22933|22938|22943|22980|23013|23019|23028|23286|23316|23411|23462|23466|23468|23492|23493|23528|23741|25803|25836|25942|25959|26155|26287|27022|29128|29883|29997|30009|50674|50945|51222|51339|51385|51513|51523|51547|51616|51684|53335|54345|54880|54927|55145|55506|55509|55646|55657|55689|55841|55929|56940|56950|56957|57215|57332|57600|57621|57649|57659|57673|57680|57761|59348|60436|63976|64207|64376|64412|64426|78986|79192|79365|79577|79595|79618|79648|79718|79723|79733|80014|80314|80317|80712|81857|83482|83666|83860|83933|84159|84174|84295|84619|84733|92140|96459|124790|140290|144455|153090|153572|155061|161882|165631|167465|171392|195814|201163|221895|266740|387893|389493	ACVR2B|AEBP1|AES|APBB1|FASLG|AR|ASCL1|ASCL2|ZFHX3|ATF3|BACH1|CCND1|BCL6|PRDM1|BMI1|BMP2|BMP4|C1QBP|CALR|CDX2|PLK3|CREBBP|CREM|CRY1|CRY2|CRYM|NKX2-5|CTBP1|DACH1|DDIT3|DDX5|DLG1|DLX1|DLX4|DNMT3A|DNMT3B|ATN1|E2F1|E2F6|E4F1|EDN1|EDNRB|ELANE|ELK4|EN1|ENO1|EP300|EPO|NR2F6|ERF|ESR1|ESR2|ETS2|ETV6|EZH2|BPTF|FBP1|FHL2|FOXM1|FOXO3|FRK|GATA1|GATA6|GFI1|GLI2|GLI3|GPS2|NR3C1|ARHGAP35|H1F0|HIST1H1B|HDAC1|HDAC2|HDGF|HHEX|HIC1|HMGB1|HNRNPU|HOXA7|HOXD9|HES1|HSF1|IRF8|IFI16|IFI27|IGBP1|RBPJ|INSM1|LOXL2|MXD1|SMAD3|SMAD7|MAGEA1|MAGEA2|MAX|MDM2|MDM4|MEF2A|MEF2C|MEN1|CIITA|MITF|MNT|MSX2|TRIM37|MXI1|MYB|MYC|NFIC|NFIL3|NFIX|NFKB1|NFX1|CNOT2|NR4A2|PRKN|PDE2A|PHB|PLK1|POU5F1|POU6F1|PPARA|PPARG|PPID|PROX1|PSEN1|PSMD10|PTCH1|PTH|PEX2|RELA|REST|TRIM27|RORC|RPL10|RPS14|RREB1|RXRA|SALL1|SARS|SATB1|SFPQ|SKI|SNAI2|SNAI1|SOX11|SP2|SP100|SREBF2|SUPT4H1|SUPT5H|SUV39H1|TAF7|TBL1X|TBX2|TBX3|TCF3|TCF7L2|ZEB1|GCFC2|TCF21|MLX|TFAP2A|TFAP2B|NR2F1|NR2F2|TGIF1|NKX2-1|TNF|TPR|TRAF6|TRPS1|TWIST1|UBE2I|VDR|VEGFA|EZR|WFS1|WT1|YY1|ZFP36|CNBP|MZF1|ZNF140|PCGF2|ZBTB16|ZNF148|ZNF174|ZNF175|ZNF202|ZNF205|ZNF217|ZNF224|MAFK|HMGA2|ALX1|ZNF239|NRIP1|UXT|KLF11|CBX4|CGGBP1|BHLHE40|URI1|HDAC3|PER3|DNAJA3|USP2|LRRFIP1|AURKB|KLF4|RPL23|HAND1|H2AFY|NR1D1|NCOR1|NCOR2|DCAF1|HDAC9|ZNF536|HDAC4|ZEB2|ZBTB5|HDAC5|ZNF263|KLF2|CITED2|MAD2L2|FST|HOXB13|SEMA4D|DEAF1|KAT5|HEXIM1|CTCF|TCFL5|ZNF268|ARID5A|TCERG1|EHMT2|WWP2|PRDM5|DDX20|ZHX1|KLF12|KLF8|CPEB3|ZHX2|ZBTB1|SIRT2|SNW1|DKK1|TCF25|SPEN|CNOT1|KDM1A|WWC1|CUX2|SIRT1|HEY1|CBX6|CBX5|CBX7|HEY2|ZNF281|EID1|SPDEF|NIPBL|SIN3A|KANK2|NOC2L|ANKRD2|FOXD3|UHRF1|CNOT7|NOP53|TBX21|NEUROG3|TBX22|ZNF219|DACT1|ZNF589|ETV7|CXXC5|SIRT7|TAF9B|SUFU|BCL11A|SOX18|BCOR|CHCHD3|THAP1|H2AFY2|BATF3|LYAR|ZNF692|YEATS2|WWC3|DMAP1|DUSP22|SMYD2|OTUD7B|THAP11|CBX8|FNIP2|ZBTB2|PHF12|ZBTB4|BEND3|CHD8|TRIB3|ZNF350|TGIF2|PRDM16|IRF2BPL|IKZF5|GZF1|SUDS3|DUSP26|IRX1|BHLHE41|CDC73|SAP130|HMBOX1|MCPH1|TBL1XR1|SUV39H2|E2F8|WWC2|EPC1|ZKSCAN3|ESX1|MED25|SCRT1|PARP9|TAF3|HDAC10|ARID5B|SLA2|PHF6|ZGPAT|CBX2|MTDH|FNIP1|HEXIM2|TCP10L|E2F7|DAB2IP|IRX2|ZNF746|ZFPM1|PARP15|ZNF366|ZNF675|SDR16C5|FLCN|JAZF1|MAGEA2B|KMT5A|NUPR2
GO:0000123	histone acetyltransferase complex	cellular_component	9606	direct	14	3054|8473|9767|10445|11091|11143|23338|51147|51230|54934|55683|79960|84148|284058	HCFC1|OGT|JADE3|MCRS1|WDR5|KAT7|JADE2|ING4|PHF20|KANSL2|KANSL3|JADE1|KAT8|KANSL1
GO:0000124	SAGA complex	cellular_component	9606	direct	3	23326|56943|56970	USP22|ENY2|ATXN7L3
GO:0000125	PCAF complex	cellular_component	9606	direct	3	6871|6880|6881	TADA2A|TAF9|TAF10
GO:0000126	transcription factor TFIIIB complex	cellular_component	9606	direct	1	55290	BRF2
GO:0000127	transcription factor TFIIIC complex	cellular_component	9606	direct	6	2975|2976|9328|9329|9330|112495	GTF3C1|GTF3C2|GTF3C5|GTF3C4|GTF3C3|GTF3C6
GO:0000132	establishment of mitotic spindle orientation	biological_process	9606	direct	12	1058|1639|3064|4926|5048|9183|10403|29899|54820|54908|55968|137886	CENPA|DCTN1|HTT|NUMA1|PAFAH1B1|ZW10|NDC80|GPSM2|NDE1|SPDL1|NSFL1C|UBXN2B
GO:0000137	Golgi cis cisterna	cellular_component	9606	direct	4	2801|9528|63941|127845	GOLGA2|TMEM59|NECAB3|GOLT1A
GO:0000138	Golgi trans cisterna	cellular_component	9606	direct	7	2683|9528|54432|78992|259230|283987|286451	B4GALT1|TMEM59|YIPF1|YIPF2|SGMS1|HID1|YIPF6
GO:0000139	Golgi membrane	cellular_component	9606	direct	40	373|857|1201|2773|2916|3382|5007|5045|5298|5870|6892|7132|7851|9478|9527|9570|10564|10565|10841|11345|23390|25837|26086|27032|27236|54941|56937|57531|64131|64285|64746|79135|79158|79903|123720|152007|192683|205428|221477|345611	TRIM23|CAV1|CLN3|GNAI3|GRM6|ICA1|OSBP|FURIN|PI4KB|RAB6A|TAPBP|TNFRSF1A|MALL|CABP1|GOSR1|GOSR2|ARFGEF2|ARFGEF1|FTCD|GABARAPL2|ZDHHC17|RAB26|GPSM1|ATP2C1|ARFIP1|RNF125|PMEPA1|HACE1|XYLT1|RHBDF1|ACBD3|APOO|GNPTAB|NAA60|WHAMM|GLIPR2|SCAMP5|DIPK2A|C6orf89|IRGM
GO:0000145	exocyst	cellular_component	9606	direct	4	23616|55770|149371|100287171	SH3BP1|EXOC2|EXOC8|WASHC1
GO:0000146	microfilament motor activity	molecular_function	9606	direct	10	4430|4621|4624|4625|4626|4627|4628|4647|4650|53904	MYO1B|MYH3|MYH6|MYH7|MYH8|MYH9|MYH10|MYO7A|MYO9B|MYO3A
GO:0000149	SNARE binding	molecular_function	9606	direct	10	8417|8938|9632|9871|10490|23557|51594|55014|55610|120892	STX7|BAIAP3|SEC24C|SEC24D|VTI1B|SNAPIN|NBAS|STX17|VPS50|LRRK2
GO:0000151	ubiquitin ligase complex	cellular_component	9606	direct	48	648|2861|3301|3303|3304|3312|4289|5071|6045|7186|7321|7322|7324|7334|7335|8315|8445|8517|9025|9810|10048|10210|10273|10296|11065|25793|25852|25898|26272|26994|51646|51665|51676|54165|54994|55832|56254|57610|64750|64795|79018|79184|80232|84231|90025|118424|142689|165918	BMI1|GPR37|DNAJA1|HSPA1A|HSPA1B|HSPA8|MKLN1|PRKN|RNF2|TRAF2|UBE2D1|UBE2D2|UBE2E1|UBE2N|UBE2V1|BRAP|DYRK2|IKBKG|RNF8|RNF40|RANBP9|TOPORS|STUB1|MAEA|UBE2C|FBXO7|ARMC8|RCHY1|FBXO4|RNF11|YPEL5|ASB1|ASB2|DCUN1D1|GID8|CAND1|RNF20|RANBP10|SMURF2|RMND5A|GID4|BRCC3|WDR26|TRAF7|UBE3D|UBE2J2|ASB12|RNF168
GO:0000152	nuclear ubiquitin ligase complex	cellular_component	9606	direct	2	9577|79184	BABAM2|BRCC3
GO:0000153	cytoplasmic ubiquitin ligase complex	cellular_component	9606	direct	1	64422	ATG3
GO:0000159	protein phosphatase type 2A complex	cellular_component	9606	direct	9	5515|5518|5520|5523|5524|5525|5527|51278|85407	PPP2CA|PPP2R1A|PPP2R2A|PPP2R3A|PTPA|PPP2R5A|PPP2R5C|IER5|NKD1
GO:0000164	protein phosphatase type 1 complex	cellular_component	9606	direct	4	4690|8036|23645|84919	NCK1|SHOC2|PPP1R15A|PPP1R15B
GO:0000165	MAPK cascade	biological_process	9606	direct	27	677|1234|2258|3297|3553|3606|4155|4205|4208|4217|4221|4609|5458|6347|6348|6352|6464|7040|7124|7531|7538|7857|8315|23064|51347|83483|120892	ZFP36L1|CCR5|FGF13|HSF1|IL1B|IL18|MBP|MEF2A|MEF2C|MAP3K5|MEN1|MYC|POU4F2|CCL2|CCL3|CCL5|SHC1|TGFB1|TNF|YWHAE|ZFP36|SCG2|BRAP|SETX|TAOK3|PLVAP|LRRK2
GO:0000166	nucleotide binding	molecular_function	9606	direct	7	28|3615|5000|5422|9557|55743|200558	ABO|IMPDH2|ORC4|POLA1|CHD1L|CHFR|APLF
GO:0000171	ribonuclease MRP activity	molecular_function	9606	direct	1	10940	POP1
GO:0000172	ribonuclease MRP complex	cellular_component	9606	direct	5	10248|10556|10940|51367|54913	POP7|RPP30|POP1|POP5|RPP25
GO:0000175	3'-5'-exoribonuclease activity	molecular_function	9606	direct	14	3669|5394|9337|9924|22803|22894|29883|79650|81875|87178|114034|115752|129563|201626	ISG20|EXOSC10|CNOT8|PAN2|XRN2|DIS3|CNOT7|USB1|ISG20L2|PNPT1|TOE1|DIS3L|DIS3L2|PDE12
GO:0000176	nuclear exosome (RNase complex)	cellular_component	9606	direct	9	4931|5393|5394|10200|22894|23404|23517|51010|54663	NVL|EXOSC9|EXOSC10|MPHOSPH6|DIS3|EXOSC2|MTREX|EXOSC3|WDR74
GO:0000177	cytoplasmic exosome (RNase complex)	cellular_component	9606	direct	2	51010|115752	EXOSC3|DIS3L
GO:0000178	exosome (RNase complex)	cellular_component	9606	direct	14	5393|5394|10200|11340|23016|23404|23517|51010|51013|54512|56915|57379|118460|196441	EXOSC9|EXOSC10|MPHOSPH6|EXOSC8|EXOSC7|EXOSC2|MTREX|EXOSC3|EXOSC1|EXOSC4|EXOSC5|AICDA|EXOSC6|ZFC3H1
