go_id	go_name	go_domain	tax_id	annotation_type	size	gene_ids	gene_symbols
GO:0000001	mitochondrion inheritance	biological_process	284812	direct	1	2540159	dnm1
GO:0000002	mitochondrial genome maintenance	biological_process	284812	direct	4	2539099|2539844|2540461|2542736	pog1|msp1|mmf1|cce1
GO:0000009	alpha-1,6-mannosyltransferase activity	molecular_function	284812	direct	1	2543147	och1
GO:0000012	single strand break repair	biological_process	284812	direct	2	2539579|2542032	tdp1|pnk1
GO:0000014	single-stranded DNA endodeoxyribonuclease activity	molecular_function	284812	direct	2	2539073|2542291	SPCC1322.02|pnu1
GO:0000017	alpha-glucoside transport	biological_process	284812	direct	1	2541964	sut1
GO:0000018	regulation of DNA recombination	biological_process	284812	direct	2	2540244|2541071	fbh1|brc1
GO:0000019	regulation of mitotic recombination	biological_process	284812	direct	1	2541580	pli1
GO:0000022	mitotic spindle elongation	biological_process	284812	direct	3	2538875|2539778|2543360	bir1|klp9|klp2
GO:0000025	maltose catabolic process	biological_process	284812	direct	1	2543499	agl1
GO:0000026	alpha-1,2-mannosyltransferase activity	molecular_function	284812	direct	2	2539054|2540706	alg11|omh1
GO:0000028	ribosomal small subunit assembly	biological_process	284812	direct	1	2539085	rps2802
GO:0000032	cell wall mannoprotein biosynthetic process	biological_process	284812	direct	3	2539761|2541418|2543147	ogm4|ogm1|och1
GO:0000034	adenine deaminase activity	molecular_function	284812	direct	1	2540066	dea2
GO:0000049	tRNA binding	molecular_function	284812	direct	1	2541548	SPAC25B8.16
GO:0000054	ribosomal subunit export from nucleus	biological_process	284812	direct	1	2540469	grn1
GO:0000056	ribosomal small subunit export from nucleus	biological_process	284812	direct	1	2539085	rps2802
GO:0000062	fatty-acyl-CoA binding	molecular_function	284812	direct	1	2542079	lys1
GO:0000070	mitotic sister chromatid segregation	biological_process	284812	direct	64	2538763|2538848|2538875|2539214|2539242|2539403|2539420|2539423|2539481|2539497|2539620|2539700|2539881|2539908|2539971|2540083|2540128|2540219|2540223|2540250|2540361|2540369|2540494|2540600|2540645|2540804|2540895|2540927|2541047|2541088|2541173|2541299|2541318|2541321|2541455|2541628|2541633|2541804|2541863|2541959|2542184|2542198|2542239|2542304|2542366|2542367|2542438|2542655|2542657|2542674|2542737|2542788|2543064|2543116|2543222|2543290|2543360|2543482|2543506|2543554|3361036|3361327|3361402|3361562	mis18|raf1|bir1|mis16|ams2|ago1|raf2|cid12|epe1|alp14|cnp3|klp6|top3|msd1|cbp1|ubc4|slm9|hip1|gtb1|pic1|klp5|SPBC27B12.02|mis12|mlo2|pop3|sim4|sim3|pmt3|mis13|pob3|nbl1|lid2|alp5|mis15|pcp1|pds5|swi6|prw1|rna1|hrk1|cut8|rdp1|chp1|mis6|hst4|fta2|nuc2|pkl1|mis4|dhp1|mal2|sgo2|hrp3|pcu4|slp1|cbh1|klp2|mis14|mst1|ppc89|ark1|mis17|sos7|pcs1
