go_id	go_name	go_domain	tax_id	annotation_type	size	gene_ids	gene_symbols
GO:0000002	mitochondrial genome maintenance	biological_process	10090	inferred	18	12628|16882|17258|18975|19819|20133|22059|50776|57813|72170|83408|83945|216860|226153|230784|276852|382985|408022	Cfh|Lig3|Mef2a|Polg|Rnaseh1|Rrm1|Trp53|Polg2|Tk2|Chchd4|Gimap3|Dnaja3|Neurl4|Twnk|Sesn2|Mtnap1|Rrm2b|Primpol
GO:0000012	single strand break repair	biological_process	10090	inferred	2	66408|104884	Aptx|Tdp1
GO:0000014	single-stranded DNA endodeoxyribonuclease activity	molecular_function	10090	inferred	2	22594|108138	Xrcc1|Xrcc4
GO:0000018	regulation of DNA recombination	biological_process	10090	inferred	59	12053|12144|12487|15978|16183|16189|16882|17350|17685|17688|18861|19264|20371|20852|20926|21750|21939|22164|22210|27223|27401|50755|50931|51869|55982|56708|57321|57765|58186|65113|66362|66991|67278|67968|69583|72103|72544|72836|77782|100561|104271|107823|117599|170472|191578|213389|214763|225888|232210|232811|234396|235587|237211|237877|245109|269400|381678|723890|723903	Bcl6|Blm|Cd28|Ifng|Il2|Il4|Lig3|Mlh1|Msh2|Msh6|Pms2|Ptprc|Foxp3|Stat6|Supt6|Terf2|Cd40|Tnfsf4|Ube2b|Trp53bp1|Skp2|Fbh1|Il27ra|Rif1|Paxip1|Clcf1|Terf2ip|Tbx21|Rad18|Ndfip1|Exosc3|Khdc3|Pagr1a|Ooep|Tnfsf13|Aplf|Exosc6|Pot1b|Polq|Slc15a4|Tex15|Nsd2|Helb|Recql5|Helq|Prdm9|Cgas|Kmt5b|Hmces|Kmt5c|Ankle1|Parp3|Fancb|Atad5|Zscan4c|Rtel1|Zcwpw1|Mir181b-1|Mir181b-2
GO:0000019	regulation of mitotic recombination	biological_process	10090	inferred	5	12144|17350|21750|234396|245109	Blm|Mlh1|Terf2|Ankle1|Zscan4c
GO:0000027	ribosomal large subunit assembly	biological_process	10090	inferred	2	68193|238217	Rpl24|Rpl10l
GO:0000030	mannosyltransferase activity	molecular_function	10090	inferred	2	13480|233115	Dpm1|Dpy19l3
GO:0000038	very long-chain fatty acid metabolic process	biological_process	10090	inferred	10	11666|12686|15488|19305|26458|26569|26874|54326|171281|217698	Abcd1|Elovl3|Hsd17b4|Pex5|Slc27a2|Slc27a4|Abcd2|Elovl2|Acot3|Acot5
GO:0000041	transition metal ion transport	biological_process	10090	inferred	53	11927|11977|11979|12010|14057|14319|14977|16819|17751|17912|18173|18174|19326|20510|20529|21982|22041|22782|22784|22785|28240|30791|52466|53945|54198|58235|58800|59049|66500|67547|67712|67739|68427|68428|69806|70804|71145|72002|74051|84506|94178|106947|117167|171284|210148|213053|214922|216829|227059|230810|236792|277468|338365	Atox1|Atp7a|Atp7b|B2m|Sfxn1|Fth1|Slc39a7|Lcn2|Mt3|Myo1b|Slc11a1|Slc11a2|Rab11b|Slc1a1|Slc31a1|Tmem165|Trf|Slc30a1|Slc30a3|Slc30a4|Trpm2|Slc39a1|Slc46a1|Slc40a1|Snx3|Nectin1|Trpm7|Slc22a17|Slc30a7|Slc39a8|Slc25a37|Slc48a1|Slc39a13|Steap3|Slc39a11|Pgrmc2|Scara5|Slc39a5|Steap2|Hamp|Mcoln1|Slc39a3|Steap4|Timd2|Slc30a6|Slc39a14|Slc39a2|Mmgt2|Slc39a10|Slc30a2|Mmgt1|Slc39a12|Slc41a2
GO:0000045	autophagosome assembly	biological_process	10090	inferred	25	11793|12421|13033|13853|15944|17772|19164|19338|22241|27060|51897|52331|56208|66615|67526|67841|68118|72512|73683|74244|74781|77040|225326|231855|245860	Atg5|Rb1cc1|Ctsd|Epm2a|Irgm1|Mtm1|Psen1|Rab33b|Ulk1|Tcirg1|Atg13|Stbd1|Becn1|Atg4b|Atg12|Atg3|Atg101|Sting1|Atg16l2|Atg7|Wipi2|Atg16l1|Pik3c3|Ap5z1|Atg9a
GO:0000049	tRNA binding	molecular_function	10090	inferred	6	20556|27103|65967|72322|211006|214580	Slfn2|Eif2ak4|Eefsec|Xpo5|Sepsecs|Pstk
GO:0000050	urea cycle	biological_process	10090	inferred	3	12606|14194|15194	Cebpa|Fh1|Htt
GO:0000052	citrulline metabolic process	biological_process	10090	inferred	1	15194	Htt
GO:0000054	ribosomal subunit export from nucleus	biological_process	10090	inferred	1	18148	Npm1
GO:0000055	ribosomal large subunit export from nucleus	biological_process	10090	inferred	1	18148	Npm1
GO:0000056	ribosomal small subunit export from nucleus	biological_process	10090	inferred	1	18148	Npm1
GO:0000062	fatty-acyl-CoA binding	molecular_function	10090	inferred	1	116939	Pnpla3
GO:0000064	L-ornithine transmembrane transporter activity	molecular_function	10090	inferred	1	11987	Slc7a1
GO:0000070	mitotic sister chromatid segregation	biological_process	10090	inferred	18	12704|17865|18005|22680|51792|52683|56150|56399|66991|71175|72119|83560|105988|106042|107995|213582|228421|100041286	Cit|Mybl2|Nek2|Zfp207|Ppp2r1a|Ncaph2|Mad2l1|Akap8|Khdc3|Nipbl|Tpx2|Tex14|Espl1|Prickle1|Cdc20|Map9|Kif18a|Snhg15
